product_name,unit,final_price,marked_price,product_url,scrape_timestamp,run_id
Dép lê Xuyên Á H21 108 size 36,Đôi,59000.0,129000.0,https://winmart.vn/products/xuyen-a-h21-dep-le-10836-44--s10263668?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Tã quần Huggies dry pants big jumbo L38,Gói,169000.0,263000.0,https://winmart.vn/products/huggiesta-quan-dry-l38--s10161030?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Nước súc miệng Listerine Trẻ em hương dâu 250ml,Chai,39000.0,54000.0,https://winmart.vn/products/listerine-nsm-tre-em-huong-dau-250ml--s10161495?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa tắm gội toàn thân không cay mắt Johnson's Baby 500ml,Chai,129000.0,169800.0,https://winmart.vn/products/johnson-baby-sua-tam-top-to-toe-500ml--s10017376?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Tã dán người lớn Sunmate ADP M/L18,Gói,129900.0,165900.0,https://winmart.vn/products/sunmate-ta-dan-nguoi-lon-adp-ml18--s10170896?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Tã quần người lớn Sunmate L8,Gói,73100.0,93300.0,https://winmart.vn/products/sunmate-ta-quan-nguoi-lon-l8--s10639184?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa tắm gội toàn thân Johnson's mềm mịn như bông 500ml,Chai,155200.0,192500.0,https://winmart.vn/products/johnson-baby-tam-goi-tt-top-to-toe-500ml--s10625583?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa Sôcôla Lúa Mạch SuSu - Lốc 6 Chai 80ml,Gói 6,21300.0,26000.0,https://winmart.vn/products/vinamilk-sua-socoa-lua-mach-susu-80ml--s10170386?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa dinh dưỡng Abbott Similac HMO hương vani 110ml - Lốc 4 hộp,Gói 4,55100.0,59500.0,https://winmart.vn/products/similac-sdd-hmo-iq-huong-vani110ml--s10195065?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Lốc 4 hộp sữa dinh dưỡng Similac Eye-Q hương vani 180ml,Gói 4,79900.0,86200.0,https://winmart.vn/products/similac-sdd-eye-q-huong-vani-180ml--s10600867?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Lốc 4 hộp sữa dinh dưỡng Abbott Grow hương vani 110ml,Gói 4,53400.0,57500.0,https://winmart.vn/products/abbott-grow-sdd-h.vani-110ml--s10638799?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa bột pha sẵn hương vani Grow Plus+ NutiFood lốc 4 hộp x 180ml,Gói 4,56400.0,,https://winmart.vn/products/nutifood-sdd-growplus-tckm-h.vani180ml--s10010511?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Lốc 4 hộp sữa dinh dưỡng pha sẵn NutiFood Grow Plus+ vani hộp 110ml,Gói 4,40200.0,,https://winmart.vn/products/nutifood-sua-dd-grow-plus-tckm-110ml--s10010510?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa bột Nutifood nutri nguyên kem 900g,Lon,183500.0,,https://winmart.vn/products/nutifood-sb-nutri-nguyen-kem-900g--s10010516?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Sữa bột hương vani Abbott Grow G-Power 3 - 6 tuổi 900g,Lon,469000.0,,https://winmart.vn/products/grow-sb-abbott-g.gold3-850g-tre-3-6--s10010558?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
Kem đánh răng trẻ em Aquafresh big teeth 6+,Tuýp,40300.0,,https://winmart.vn/products/aquafresh-kdr-tre-em-big-teeth-6-50ml--s10018367?storeGroupCode=1998&storeCode=1535,"2/3/2026, 3:22:33 PM",57e77746-1cbb-4295-8ca5-46e980362950
