date,Bánh Snack,Bánh Xốp - Bánh Quy,Hạt - Trái Cây Sấy Khô,Kẹo - Chocolate
2026-02-02,1.0,1.0,1.0,1.0
2026-02-03,0.9801503088585536,0.9273545732309826,0.9820391390418755,0.8516809983259904
2026-02-04,0.9801503088585536,0.9273545732309826,0.9820391390418755,0.8516809983259904
2026-02-05,0.9801503088585536,0.9273545732309826,0.9820391390418755,0.8577211546389073
2026-02-06,0.9801503088585536,0.9284880601156065,0.9820391390418755,0.8561011814666541
2026-02-07,0.9801503088585536,0.9275070465329053,0.9820391390418755,0.8561011814666541
2026-02-08,0.9801503088585536,0.852530898545324,0.9820391390418755,0.8403319296912114
2026-02-09,0.9801503088585536,0.852530898545324,0.9820391390418755,0.8222467453791173
2026-02-10,0.9801503088585536,0.8009434212667749,0.9820391390418755,0.8222467453791173
2026-02-11,0.9801503088585536,0.8003987134806975,0.9820391390418755,0.8222467453791173
2026-02-12,0.9801503088585536,0.8003987134806975,0.9820391390418755,0.8222467453791173
2026-02-13,0.9801503088585536,0.8003987134806975,0.9820391390418755,0.8222467453791173
2026-02-14,0.9801503088585536,0.8003987134806975,0.9820391390418755,0.8222467453791173
2026-02-15,0.9801503088585536,0.8003987134806975,0.9820391390418755,0.8222467453791173
2026-02-16,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8222467453791173
2026-02-17,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-18,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-19,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-20,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-21,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-23,0.9801503088585536,0.8013036835172475,0.9820391390418755,0.8226918698761552
2026-02-25,0.9774892577446969,0.8144716988573979,0.9936669717866378,0.8255245604413862
2026-02-26,0.9774892577446969,0.812009183216841,0.9936669717866378,0.8239302262346038
2026-02-28,0.9774892577446969,0.812009183216841,0.9936669717866378,0.8239302262346038
2026-03-01,0.9774892577446969,0.8127046764319429,0.9983563961707647,0.824459257216541
2026-03-02,0.9774892577446969,0.8127046764319429,0.9983563961707647,0.824459257216541
2026-03-03,0.9774892577446969,0.8127046764319429,0.9983563961707647,0.824459257216541
2026-03-04,0.936524180242012,0.7921598577083916,0.9890683565655646,0.8168303924975798
2026-03-05,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8399439363137927
2026-03-06,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-07,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-08,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-09,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-10,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-11,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-12,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-13,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-14,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-15,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-16,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-17,0.9511186046006316,0.8051565023339509,1.0027876371636377,0.8432478942839874
2026-03-18,0.9439726052290107,0.7865044409901102,1.0027876371636377,0.8351487987911806
2026-03-19,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-20,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-21,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-22,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-23,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-24,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-25,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-26,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-27,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-28,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
2026-03-29,0.9679200518022333,0.8532126923929683,1.0027876371636377,0.8351487987911806
