product_name,unit,final_price,marked_price,deal,gift_price,product_url,scrape_timestamp,run_id
Tương ớt cay vừa Nam Dương 255g,Chai,8900.0,12000.0,,0.0,https://winmart.vn/products/nam-duong-tuong-ot-cay-vua-255g--s10141980?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước tương tỏi ớt tươi Nam Dương chai 310g,Chai,13000.0,17600.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-toi-ot-310g--s10181130?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước tương đậm đặc Nam Dương chai 500ml,Chai,16000.0,21600.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-dam-dac-500ml--s10327429?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu hào Maggi chai 350g,Chai,20000.0,26400.0,Mua tối đa 5 chai với giá 20.000 ₫,0.0,https://winmart.vn/products/maggi-dau-hao-chai-350g--s10008707?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Hướng dương Simply 2L,Chai,125000.0,162000.0,,0.0,https://winmart.vn/products/simply-huong-duong-2l--s10405275?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Sốt mì Spaghetti Ottogi Fresco lọ 220g,Lọ,24100.0,30600.0,,0.0,https://winmart.vn/products/otoki-sot-mi-spaghetti-fresco-lo-220g--s10009108?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu nành Tường An chai 1L,Chai,55000.0,69300.0,,0.0,https://winmart.vn/products/tuong-an-dau-nanh-chai-1l--s10010117?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Sốt mayonnaise Simply hương gạo rang chai 230g,Chai,31300.0,39800.0,,0.0,https://winmart.vn/products/simply-mayonnaise-huong-gaorang-230g--s10140939?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Xốt Mayonnaise Simply Chấm Và Trộn Đều Ngon chai 230g,Chai,30600.0,38800.0,,0.0,https://winmart.vn/products/simply-mayonnaise-cham-tron-230g--s10140940?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu ăn cao cấp Meizan GOLD 1L,Chai,48300.0,60600.0,,0.0,https://winmart.vn/products/meizan-dau-an-cao-cap-gold-1l--s10010069?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu gạo nguyên chất Simply chai 2L,Chai,119000.0,148000.0,,0.0,https://winmart.vn/products/simply-dau-gao-rbo-luc-2l--s10405276?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước tương thượng hạng Nam Dương chai 210ml,Chai,18200.0,22800.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-thuong-hang-210ml--s10600001?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Tương cà chua Heinz chai 300g,Chai,29700.0,36600.0,,0.0,https://winmart.vn/products/heinz-tuong-ca-chua-heinz-chai-300g--s10008931?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu ăn cao cấp Meizan GOLD 2L,Chai,94400.0,116000.0,,0.0,https://winmart.vn/products/meizan-dau-an-cao-cap-gold-2l--s10010070?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu ăn Tường An Gold chai 1L,Chai,52000.0,63900.0,,0.0,https://winmart.vn/products/tuong-an-dau-an-gold-1l--s10600400?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu đậu nành Simply chai 1 lít,Chai,54000.0,66200.0,,0.0,https://winmart.vn/products/simply-dau-dau-nanh-chai-1l--s10010065?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu đậu nành Simply chai 2L,Chai,108500.0,132000.0,,0.0,https://winmart.vn/products/simply-dau-dau-nanh-chai-2l--s10010066?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu hướng dương chai Simply chai 1L,Chai,69900.0,84900.0,,0.0,https://winmart.vn/products/simply-dau-huong-duong-chai-1l--s10010073?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước dùng hoàn chỉnh Barona lẩu riêu cua 230g,Gói,32900.0,40000.0,,0.0,https://winmart.vn/products/barona-ndhc-lau-rieu-cua-230g--s10141167?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Sốt uớp thịt Hàn Quốc Miwon vị cay 80g,Gói,11600.0,14100.0,,0.0,https://winmart.vn/products/miwon-sot-uop-thit-hq-vi-cay-80g--s10181091?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Sốt uớp Miwon thịt vị truyền thống 240g,Chai,33200.0,40500.0,,0.0,https://winmart.vn/products/miwon-sot-uop-thit-vi-tr.thong-240g--s10181092?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Sốt uớp thịt vị truyền thống Miwon 80g,Gói,11600.0,14100.0,,0.0,https://winmart.vn/products/miwon-sot-uop-thit-vi-tr.thong-80g--s10181093?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước xốt KEWPIE mè rang Yuzu &Tắc 210ml,Chai,47800.0,58000.0,,0.0,https://winmart.vn/products/kewpie-nuoc-xot-me-rang-yuzu-tac-210ml--s10181159?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Tương đậu Chungjungone Daesang hộp 200g,Hộp,30000.0,36700.0,,0.0,https://winmart.vn/products/chungjungone-miwon-tuong-dau-200g--s10313306?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Tương ớt đặc biệt cay Nam Dương chai 250g,Chai,10200.0,12500.0,,0.0,https://winmart.vn/products/nam-duong-tuong-ot-dac-biet-cay-250g255--s10327431?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước Dùng Barona Lẩu Thái Barona 180g,Gói,31000.0,38000.0,,0.0,https://winmart.vn/products/barona-nuoc-dung-barona-lau-thai-180g--s10617339?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước mắm Cá Cơm Than Thuận Phát chai 490ml,Chai,27200.0,33000.0,,0.0,https://winmart.vn/products/thuan-phat-nm-ca-com-than-490ml-t18--s10621537?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Nước tương Đậm đặc Maggi 700ml,Chai,31000.0,37400.0,,0.0,https://winmart.vn/products/maggi-nuoc-tuong-dam-dac-700ml--s10008688?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Kewpie Xốt Mayonnaise 1/2 Ít Béo 300g,Chai,41600.0,50000.0,,0.0,https://winmart.vn/products/kewpie-sot-maiyonnaise-12-it-beo-300g--s10008912?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
Dầu đậu nành can Simply chai 5L,Chai,269000.0,323000.0,,0.0,https://winmart.vn/products/simply-dau-dau-nanh-can-5l--s10010067?storeGroupCode=1998&storeCode=1535,"1/28/2026, 2:43:54 PM",1f7bb56c-64f7-409e-a300-361f251c693a
