product_name,unit,final_price,marked_price,deal,gift_price,product_url,scrape_timestamp,run_id
Hạt Nêm Meizan Vị Heo 1kg,Gói,39900.0,66300.0,,0.0,https://winmart.vn/products/meizan-hat-nem-thit-xotcr-heo-1kg--s10141530?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Dầu đậu nành Meizan 1L,Chai,43700.0,63900.0,,0.0,https://winmart.vn/products/meizan-dau-dau-nanh-chai-1l--s10010075?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Tương cà Nam Dương chai 265g,Chai,8700.0,12800.0,,0.0,https://winmart.vn/products/nam-duong-tuong-ca-265255gr--s10624156?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Dầu Hào Nam Dương chai 270g,Chai,12200.0,17100.0,,0.0,https://winmart.vn/products/nam-duong-dau-hao-270g--s10181131?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Dầu đậu nành Meizan 2L,Chai,93400.0,129000.0,,0.0,https://winmart.vn/products/meizan-dau-dau-nanh-chai-2l--s10010076?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Tương ớt cay vừa Nam Dương 255g,Chai,8600.0,12000.0,,0.0,https://winmart.vn/products/nam-duong-tuong-ot-cay-vua-255g--s10141980?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Nước tương lên men Nam Dương 500ml,Chai,17000.0,23400.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-len-men-500ml--s10181129?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
NAM DƯƠNG Tương Cà 500g,Chai,15900.0,21600.0,,0.0,https://winmart.vn/products/nam-duong-tuong-ca-500g--s10141529?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Nước tương tỏi ớt tươi Nam Dương chai 310g,Chai,13000.0,17600.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-toi-ot-310g--s10181130?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Nước tương đậm đặc Nam Dương chai 500ml,Chai,16000.0,21600.0,,0.0,https://winmart.vn/products/nam-duong-nuoc-tuong-dam-dac-500ml--s10327429?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Hạt nêm nấm hương Maggi gói 200g,Gói,19900.0,26300.0,,0.0,https://winmart.vn/products/maggi-hat-nem-nam-huong-goi-200g--s10009303?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Dầu đậu nành Tường An chai 2L,Chai,109000.0,139000.0,,0.0,https://winmart.vn/products/tuong-an-dau-dau-nanh-chai-2l--s10010116?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
Xốt mayonnaise Ottogi chai 240g,Chai,26900.0,33600.0,,0.0,https://winmart.vn/products/otoki-sot-mayonnaise-chai-240g--s10008877?storeGroupCode=1998&storeCode=1535,"1/19/2026, 3:09:17 PM",162a69be-e8a8-4132-b536-24b09ae922c4
