product_name,unit,subcategory,parent_category,avg_final_price,avg_marked_price,days_observed,promo_rate,avg_discount_depth,price_volatility,n_price_changes,max_daily_jump_pct,ever_promoted,always_promoted,marked_price_changes,promo_streak_max,promo_streak_avg,marked_price_increased,brand_name,brand_quadrant,is_premium,is_high_recognition,is_branded,is_house_brand,import_origin,is_import,has_health_claim,has_freshness_claim,name_length,unit_type,pack_count,uncertain_pack_count,size_ml,size_g,ln_pack_size,price_per_100ml,price_per_100g,ln_price_per_unit,marked_price_per_100ml,marked_price_per_100g,ln_marked_price_per_unit
Lê đỏ Nam phi,1KG,Trái cây tươi,Rau - Củ - Trái Cây,109000.0,109000.0,33,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,weight,1,False,,1000.0,6.907755278982137,,10900.0,9.296518068217235,,10900.0,9.296518068217235
Me ngọt Thái Lan hộp 400g,Hộp,"Củ, Quả",Rau - Củ - Trái Cây,89694.44444444444,89694.44444444444,36,0.0,,0.0706038087160937,2,0.1326530612244898,0,0,2,0,0.0,0,,,0,0,0,0,Thái,1,0,0,6,count,1,False,,400.0,5.991464547107982,,22423.61111111111,10.017869750164412,,22423.61111111111,10.017869750164412
Mùi ta 50g,Gói,Rau Lá,Rau - Củ - Trái Cây,3900.0,3900.0,3,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,50.0,3.912023005428146,,7800.0,8.961879012677683,,7800.0,8.961879012677683
Mùi tàu (Ngò gai) 50g,Gói,Rau Lá,Rau - Củ - Trái Cây,4800.0,4800.0,5,0.0,,0.0570544330734548,2,0.0999999999999999,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,50.0,3.912023005428146,,9600.0,9.169518377455928,,9600.0,9.169518377455928
Măng chua thái sẵn Kim Bôi gói 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,32500.0,32500.0,84,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,8,count,1,False,,300.0,5.703782474656201,,10833.333333333334,9.29038307964972,,10833.333333333334,9.29038307964972
Măng củ thái sẵn Kim Bôi gói 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,34900.0,34900.0,85,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,8,count,1,False,,500.0,6.214608098422191,,6980.0,8.850804195756417,,6980.0,8.850804195756417
Măng giang đặc sản Kim Bôi gói 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,39900.0,39900.0,84,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,8,count,1,False,,300.0,5.703782474656201,,13300.0,9.495519314209846,,13300.0,9.495519314209846
Măng lay Tây Bắc Kim Bôi gói 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,39900.0,39900.0,84,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,8,count,1,False,,300.0,5.703782474656201,,13300.0,9.495519314209846,,13300.0,9.495519314209846
Măng lưỡi lợn khô nấu ngay Kim Bôi 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,55925.32467532468,55925.32467532468,154,0.0,,0.0170366102623228,2,0.0345454545454544,0,0,2,0,0.0,1,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,9,count,1,False,,500.0,6.214608098422191,,11185.064935064936,9.322334679456322,,11185.064935064936,9.322334679456322
Măng nứa khô nấu ngay Kim Bôi gói 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,69900.0,69900.0,69,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,9,count,1,False,,500.0,6.214608098422191,,13980.0,9.5453830157878,,13980.0,9.5453830157878
Măng nứa tươi Kim Bôi túi 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,33500.0,33500.0,84,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,1,7,count,1,False,,500.0,6.214608098422191,,6700.0,8.809862805379057,,6700.0,8.809862805379057
Măng sợi khô nấu ngay Kim Bôi gói 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,56500.0,56500.0,68,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,9,count,1,False,,500.0,6.214608098422191,,11300.0,9.332558004700433,,11300.0,9.332558004700433
Măng trúc quân thử Kim Bôi 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,62513.63636363636,64900.0,88,0.2386363636363636,0.1540832049306625,0.0685758696997898,2,0.1821493624772312,1,0,1,21,21.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,7,count,1,False,,300.0,5.703782474656201,,20837.878787878788,9.944527705076373,,21633.333333333332,9.981990614024072
Măng trúc đặc sản gói 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,46500.0,46500.0,68,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,300.0,5.703782474656201,,15500.0,9.648595302907339,,15500.0,9.648595302907339
Măng tây xanh 200g,Bó,"Củ, Quả",Rau - Củ - Trái Cây,28353.731343283584,28353.731343283584,67,0.0,,0.0414919578205058,4,0.0833333333333333,0,0,4,0,0.0,1,,,0,0,0,0,domestic,0,0,0,4,unknown,1,False,,200.0,5.298317366548036,,14176.865671641792,9.559366736982229,,14176.865671641792,9.559366736982229
Măng đắng đặc sản Kim Bôi gói 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,47900.0,47900.0,69,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,8,count,1,False,,500.0,6.214608098422191,,9580.0,9.167432870964907,,9580.0,9.167432870964907
Măng ống khô nấu ngay Kim Bôi gói 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,51990.90909090909,53900.0,88,0.2386363636363636,0.1484230055658627,0.0659642550083028,2,0.1742919389978212,1,0,1,21,21.0,0,Kim Bôi,local_value,0,0,1,0,domestic,0,0,0,9,count,1,False,,500.0,6.214608098422191,,10398.181818181818,9.249386244670937,,10780.0,9.285447844462988
Mận An Phước,1 KG,Trái cây tươi,Rau - Củ - Trái Cây,46700.0,46700.0,15,0.0,,0.0294049919625522,2,0.065359477124183,0,0,2,0,0.0,1,,,0,0,0,0,domestic,0,0,0,3,weight,1,False,,1000.0,6.907755278982137,,4670.0,8.448914350662942,,4670.0,8.448914350662942
Mận sữa,1KG,Trái cây tươi,Rau - Củ - Trái Cây,79900.0,79900.0,75,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,2,weight,1,False,,1000.0,6.907755278982137,,7990.0,8.98594603876032,,7990.0,8.98594603876032
Mận đá đường,1KG,Trái cây tươi,Rau - Củ - Trái Cây,60462.820512820515,60847.4358974359,78,0.0384615384615384,0.1517450682852807,0.066354267382188,4,0.1430615164520744,1,0,4,3,3.0,1,,,0,0,0,0,domestic,0,0,0,3,weight,1,False,,1000.0,6.907755278982137,,6046.282051282052,8.707198825141468,,6084.74358974359,8.713539866447285
Ngô ngọt uyên ương,"Lốc, Lô, Lố","Củ, Quả",Rau - Củ - Trái Cây,25468.571428571428,25468.571428571428,70,0.0,,0.0317968628955202,3,0.0912280701754385,0,0,3,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,unknown,1,False,,,,,,,,,
Ngọn bí 500g,Gói,Rau Lá,Rau - Củ - Trái Cây,19900.0,19900.0,22,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,500.0,6.214608098422191,,3980.0,8.289037098278483,,3980.0,8.289037098278483
Ngọn su su 500g,Gói,Rau Lá,Rau - Củ - Trái Cây,14900.0,14900.0,5,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,count,1,False,,500.0,6.214608098422191,,2980.0,7.9996785794994505,,2980.0,7.9996785794994505
Nho xanh Shine Muscat Hàn Quốc 450g,Gói,Trái cây tươi,Rau - Củ - Trái Cây,188655.1724137931,197275.8620689655,58,0.1724137931034483,0.1792114695340501,0.1069235299010028,3,0.2510460251046025,1,0,3,10,10.0,0,,,0,0,0,0,Hàn,1,0,0,7,count,1,False,,450.0,6.1092475827643655,,41923.37164750958,10.643598746283216,,43839.08045977011,10.688280946487918
Nho xanh không hạt Nam Phi,1KG,Trái cây tươi,Rau - Củ - Trái Cây,249000.0,249000.0,11,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,weight,1,False,,1000.0,6.907755278982137,,24900.0,10.1226230824528,,24900.0,10.1226230824528
Nho đen không hạt Mỹ,1KG,Trái cây tươi,Rau - Củ - Trái Cây,227000.0,227000.0,15,0.0,,0.1364928051526843,2,0.2316602316602316,0,0,2,0,0.0,0,,,0,0,0,0,Mỹ,1,0,0,5,weight,1,False,,1000.0,6.907755278982137,,22700.0,10.030120203469494,,22700.0,10.030120203469494
Nho đen ngón tay Úc,1KG,Trái cây tươi,Rau - Củ - Trái Cây,317125.0,317125.0,48,0.0,,0.1853197293363651,3,0.243161094224924,0,0,3,0,0.0,0,,,0,0,0,0,Úc,1,0,0,5,weight,1,False,,1000.0,6.907755278982137,,31712.5,10.364466203907538,,31712.5,10.364466203907538
Nấm Bunapi Biovegi hộp 100g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,32000.0,32000.0,83,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Biovegi,local_value,0,0,1,0,domestic,0,0,0,5,count,1,False,,100.0,4.605170185988092,,32000.0,10.373491181781864,,32000.0,10.373491181781864
Nấm Bunashimeji Biovegi hộp 100g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,32000.0,32000.0,78,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Biovegi,local_value,0,0,1,0,domestic,0,0,0,5,count,1,False,,100.0,4.605170185988092,,32000.0,10.373491181781864,,32000.0,10.373491181781864
Nấm hỗn hợp 300g,Khay,"Củ, Quả",Rau - Củ - Trái Cây,45900.0,45900.0,66,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,unknown,1,False,,300.0,5.703782474656201,,15300.0,9.635608107380527,,15300.0,9.635608107380527
Nấm hỗn hợp đông trùng hạ thảo 250g,Khay,"Củ, Quả",Rau - Củ - Trái Cây,49000.0,49000.0,68,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,unknown,1,False,,250.0,5.521460917862246,,19600.0,9.883284845218608,,19600.0,9.883284845218608
Nấm kim châm 150g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,14900.0,14900.0,85,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,count,1,False,,150.0,5.0106352940962555,,9933.333333333334,9.203651383825386,,9933.333333333334,9.203651383825386
Nấm sò trắng 500g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,39900.0,39900.0,79,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,4,count,1,False,,500.0,6.214608098422191,,7980.0,8.984693690443855,,7980.0,8.984693690443855
Nấm Đông Cô ( Nấm Hương) 200g,Khay,"Củ, Quả",Rau - Củ - Trái Cây,37080.882352941175,37080.882352941175,68,0.0,,0.0774006772983971,3,0.334448160535117,0,0,3,0,0.0,1,,,0,0,0,0,domestic,0,0,0,7,unknown,1,False,,200.0,5.298317366548036,,18540.441176470587,9.827709634762865,,18540.441176470587,9.827709634762865
Nấm đông trùng hạ thảo (bỏ gốc) 50g,Khay,"Củ, Quả",Rau - Củ - Trái Cây,55900.0,55900.0,68,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,unknown,1,False,,50.0,3.912023005428146,,111800.0,11.624466839703135,,111800.0,11.624466839703135
Nấm đông trùng hạ thảo tươi 100g,Hộp,"Củ, Quả",Rau - Củ - Trái Cây,59000.0,59000.0,25,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,1,7,count,1,False,,100.0,4.605170185988092,,59000.0,10.985292722887856,,59000.0,10.985292722887856
Nấm đùi gà WinEco 300g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,36720.0,45900.0,6,1.0,0.2,0.0,1,0.0,1,1,1,6,6.0,0,,,0,0,0,1,domestic,0,0,0,5,count,1,False,,300.0,5.703782474656201,,12240.0,9.412464556066316,,15300.0,9.635608107380527
Quả bầu,1KG,"Củ, Quả",Rau - Củ - Trái Cây,22649.41176470588,22649.41176470588,85,0.0,,0.1144787317043962,6,0.1672240802675585,0,0,6,0,0.0,1,,,0,0,0,0,domestic,0,0,0,2,weight,1,False,,1000.0,6.907755278982137,,2264.9411764705883,7.725304066926729,,2264.9411764705883,7.725304066926729
Quả phật thủ,Qủa,"Củ, Quả",Rau - Củ - Trái Cây,85900.0,85900.0,15,0.0,,0.0964003109675,2,0.2224694104560622,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,unknown,1,False,,,,,,,,,
Quất 200g,Gói,Trái cây tươi,Rau - Củ - Trái Cây,7289.0625,7289.0625,64,0.0,,0.083615680447235,5,0.1647058823529412,0,0,5,0,0.0,1,,,0,0,0,0,domestic,0,0,0,2,count,1,False,,200.0,5.298317366548036,,3644.53125,8.200983035349918,,3644.53125,8.200983035349918
Rau Răm 50g,Gói,Rau Lá,Rau - Củ - Trái Cây,3200.0,3200.0,23,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,50.0,3.912023005428146,,6400.0,8.764053269347762,,6400.0,8.764053269347762
Rau củ hỗn hợp gói 400g,Gói,Rau Lá,Rau - Củ - Trái Cây,49891.30434782609,49891.30434782609,46,0.0,,0.0147763180460245,2,0.1111111111111111,0,0,2,0,0.0,1,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,400.0,5.991464547107982,,12472.826086956522,9.431307643867797,,12472.826086956522,9.431307643867797
Rau dền gói 500g,Gói,Rau Lá,Rau - Củ - Trái Cây,20768.75,20768.75,32,0.0,,0.0860141803668966,5,0.1674418604651163,0,0,5,0,0.0,1,,,0,0,0,0,domestic,0,0,0,4,count,1,False,,500.0,6.214608098422191,,4153.75,8.331766819668804,,4153.75,8.331766819668804
Rau lang 500g,Gói,Rau Lá,Rau - Củ - Trái Cây,16500.0,16500.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,500.0,6.214608098422191,,3300.0,8.101677747454572,,3300.0,8.101677747454572
Rau muống bào gói 200g,Gói,Rau Lá,Rau - Củ - Trái Cây,26000.0,26000.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,200.0,5.298317366548036,,13000.0,9.472704636443673,,13000.0,9.472704636443673
Rau muống cắt khúc gói 300g,Gói,Rau Lá,Rau - Củ - Trái Cây,32900.0,32900.0,35,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,300.0,5.703782474656201,,10966.666666666666,9.302615648085354,,10966.666666666666,9.302615648085354
Rau mầm cải ngọt WinEco 100g,Hộp,Rau Lá,Rau - Củ - Trái Cây,14800.0,18500.0,91,1.0,0.1999999999999999,0.0,1,0.0,1,1,1,91,91.0,0,,,0,0,0,1,domestic,0,0,0,6,count,1,False,,100.0,4.605170185988092,,14800.0,9.602382459752207,,18500.0,9.825526011066415
Rau mầm cải xanh WinEco 100g,Hộp,Rau Lá,Rau - Củ - Trái Cây,14800.0,18500.0,91,1.0,0.1999999999999999,0.0,1,0.0,1,1,1,91,91.0,0,,,0,0,0,1,domestic,0,0,0,6,count,1,False,,100.0,4.605170185988092,,14800.0,9.602382459752207,,18500.0,9.825526011066415
Rau ngổ 50g,Gói,Rau Lá,Rau - Củ - Trái Cây,4070.5882352941176,4070.5882352941176,68,0.0,,0.3802046948269676,3,0.5384615384615384,0,0,3,0,0.0,1,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,50.0,3.912023005428146,,8141.176470588235,9.00468997810949,,8141.176470588235,9.00468997810949
Su hào xanh WinEco,1KG,"Củ, Quả",Rau - Củ - Trái Cây,15454.814814814816,19318.51851851852,54,1.0,0.2,0.2325082304563346,6,0.4376470588235294,1,1,6,54,54.0,1,,,0,0,0,1,domestic,0,0,0,4,weight,1,False,,1000.0,6.907755278982137,,1545.4814814814815,7.3430907792819955,,1931.8518518518517,7.566234330596205
Su su,1KG,"Củ, Quả",Rau - Củ - Trái Cây,14097.67441860465,14097.67441860465,86,0.0,,0.2014610005389857,4,0.3355704697986577,0,0,4,0,0.0,1,,,0,0,0,0,domestic,0,0,0,2,weight,1,False,,1000.0,6.907755278982137,,1409.7674418604652,7.251180034918232,,1409.7674418604652,7.251180034918232
Su su quả baby 500g,Khay,"Củ, Quả",Rau - Củ - Trái Cây,24900.0,24900.0,11,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,unknown,1,False,,500.0,6.214608098422191,,4980.0,8.513185170018698,,4980.0,8.513185170018698
Súp lơ (Bông cải) xanh,1KG,Rau Lá,Rau - Củ - Trái Cây,41644.68085106383,41644.68085106383,47,0.0,,0.2472493062887821,6,0.3406813627254509,0,0,6,0,0.0,1,,,0,0,0,0,domestic,0,0,0,5,weight,1,False,,1000.0,6.907755278982137,,4164.468085106383,8.33434383578651,,4164.468085106383,8.33434383578651
Súp lơ trắng WinEco,1KG,"Củ, Quả",Rau - Củ - Trái Cây,38800.0,48500.0,20,1.0,0.2,0.1847089342844139,4,0.2108036890645586,1,1,4,20,20.0,0,,,0,0,0,1,domestic,0,0,0,4,weight,1,False,,1000.0,6.907755278982137,,3880.0,8.263590432617319,,4850.0,8.48673398393153
Thanh long ruột trắng,1KG,Trái cây tươi,Rau - Củ - Trái Cây,52757.89473684211,53600.0,76,0.0526315789473684,0.32719836400818,0.1197065973443183,5,0.3406813627254509,1,0,5,4,4.0,1,,,0,0,0,0,domestic,0,0,0,4,weight,1,False,,1000.0,6.907755278982137,,5275.789473684211,8.57088361040351,,5360.0,8.586719254064848
Thanh long ruột đỏ,1 KG,Trái cây tươi,Rau - Củ - Trái Cây,55502.46913580247,55502.46913580247,81,0.0,,0.1244000322243456,5,0.2323076923076923,0,0,5,0,0.0,1,,,0,0,0,0,domestic,0,0,0,4,weight,1,False,,1000.0,6.907755278982137,,5550.246913580248,8.621597694684255,,5550.246913580248,8.621597694684255
Thì là 50g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,4711.111111111111,4711.111111111111,9,0.0,,0.0566037735849056,2,0.1666666666666666,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,3,count,1,False,,50.0,3.912023005428146,,9422.222222222223,9.150826244443776,,9422.222222222223,9.150826244443776
Tiêu xanh gói 50g,Gói,"Củ, Quả",Rau - Củ - Trái Cây,7618.867924528302,7618.867924528302,53,0.0,,0.0617810750007675,3,0.2375,0,0,3,0,0.0,1,,,0,0,0,0,domestic,0,0,0,4,count,1,False,,50.0,3.912023005428146,,15237.735849056604,9.631530251868698,,15237.735849056604,9.631530251868698
Táo Ambrosia Canada,1KG,Trái cây tươi,Rau - Củ - Trái Cây,120984.93150684932,129900.0,73,0.2876712328767123,0.2385717951537813,0.1228745767221556,4,0.312121212121212,1,0,1,12,10.5,0,,,0,0,0,0,domestic,0,0,0,3,weight,1,False,,1000.0,6.907755278982137,,12098.493150684932,9.40083619082871,,12990.0,9.471935109664646
Táo Ambrosia Mỹ ( 3 trái/hộp ),Hộp,Trái cây tươi,Rau - Củ - Trái Cây,108305.55555555556,110944.44444444444,72,0.2222222222222222,0.0997899159663865,0.083919789092516,3,0.202020202020202,1,0,2,13,8.0,1,,,0,0,0,0,Mỹ,1,0,0,7,count,1,False,,,,,,,,,
Táo Ambrosia Mỹ hộp 6 trái,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,128169.23076923077,131246.15384615384,65,0.1538461538461538,0.1438848920863309,0.0897629517412601,3,0.1726618705035971,1,0,2,7,5.0,0,,,0,0,0,0,Mỹ,1,0,0,6,count,1,False,,,,,,,,,
Táo Ambrosia Mỹ size 88-113,1KG,Trái cây tươi,Rau - Củ - Trái Cây,123344.8275862069,125034.4827586207,58,0.1206896551724138,0.1176470588235294,0.0659965251543594,3,0.1333333333333333,1,0,2,7,7.0,0,,,0,0,0,0,Mỹ,1,0,0,5,weight,1,False,,1000.0,6.907755278982137,,12334.48275862069,9.420154095260635,,12503.448275862069,9.433759747316413
Táo Breeze New túi 1Kg,Gói,Trái cây tươi,Rau - Củ - Trái Cây,159000.0,159000.0,2,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,1000.0,6.907755278982137,,15900.0,9.674074388208323,,15900.0,9.674074388208323
Táo Breeze Newzealand hộp 6 trái,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,159000.0,159000.0,2,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,,,,,,,,
Táo Candine Pháp,1KG,Trái cây tươi,Rau - Củ - Trái Cây,84668.0,89900.0,75,0.48,0.1212458286985539,0.0647506688905289,2,0.1379746835443038,1,0,1,14,9.0,0,,,0,0,0,0,Pháp,1,0,0,3,weight,1,False,,1000.0,6.907755278982137,,8466.8,9.043907912246015,,8990.0,9.103868127465667
Táo Cosmic Mỹ,1KG,Trái cây tươi,Rau - Củ - Trái Cây,117583.33333333331,117583.33333333331,48,0.0,,0.093621929114317,4,0.2626262626262625,0,0,4,0,0.0,1,,,0,0,0,0,Mỹ,1,0,0,3,weight,1,False,,1000.0,6.907755278982137,,11758.333333333332,9.372317488052905,,11758.333333333332,9.372317488052905
Táo Envy Mỹ 6 trái/hộp,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,213093.75,219000.0,64,0.21875,0.1232876712328766,0.0532091648415242,3,0.1587301587301588,1,0,1,7,7.0,0,,,0,0,0,0,Mỹ,1,0,0,5,count,1,False,,,,,,,,,
Táo Envy New Zealand 3 quả/hộp,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,188927.2727272727,188927.2727272727,55,0.0,,0.0907502172201912,2,0.1788990825688073,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,,,,,,,,
Táo Envy New túi 1Kg,Gói,Trái cây tươi,Rau - Củ - Trái Cây,169000.0,169000.0,18,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,1000.0,6.907755278982137,,16900.0,9.735068900911164,,16900.0,9.735068900911164
Táo Envy NewZealand 90 - 110,1 KG,Trái cây tươi,Rau - Củ - Trái Cây,149000.0,149000.0,4,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,weight,1,False,,1000.0,6.907755278982137,,14900.0,9.60911649193355,,14900.0,9.60911649193355
Táo Envy xuất xứ Mỹ (3Trái/Hộp),Hộp,Trái cây tươi,Rau - Củ - Trái Cây,221869.62025316455,229000.0,79,0.2151898734177215,0.1446956075006422,0.0618913566101167,3,0.1743589743589744,1,0,1,14,8.5,0,,,0,0,0,0,Mỹ,1,0,0,6,count,1,False,,,,,,,,,
Táo Fuji Mỹ,1KG,Trái cây tươi,Rau - Củ - Trái Cây,93808.53658536586,99900.0,82,0.524390243902439,0.1162790697674418,0.0636022380826909,4,0.1629802095459838,1,0,1,17,8.6,0,,,0,0,0,0,Mỹ,1,0,0,3,weight,1,False,,1000.0,6.907755278982137,,9380.853658536585,9.14642604623203,,9990.0,9.2093398716426
Táo Fuji Nam Phi túi 3kg,Gói,Trái cây tươi,Rau - Củ - Trái Cây,204882.35294117648,204882.35294117648,51,0.0,,0.0449212913364523,2,0.091324200913242,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,3000.0,8.006367567650246,,6829.411764705883,8.828993823629768,,6829.411764705883,8.828993823629768
"Táo Fuji Nam phi túi 1,5kg",Gói,Trái cây tươi,Rau - Củ - Trái Cây,104019.60784313726,104019.60784313726,51,0.0,,0.0720823096522177,2,0.1391304347826086,0,0,2,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,1500.0,7.313220387090301,,6934.640522875818,8.844284496203684,,6934.640522875818,8.844284496203684
Táo Fuji Nhật 26-40,1KG,Trái cây tươi,Rau - Củ - Trái Cây,377703.7037037037,377703.7037037037,27,0.0,,0.0219041747948712,2,0.081578947368421,0,0,2,0,0.0,0,,,0,0,0,0,Nhật,1,0,0,4,weight,1,False,,1000.0,6.907755278982137,,37770.37037037037,10.539280221598863,,37770.37037037037,10.539280221598863
Táo Gala Mỹ,1KG,Trái cây tươi,Rau - Củ - Trái Cây,85266.66666666667,89900.0,24,0.3333333333333333,0.1546162402669633,0.0785002357103451,2,0.1828947368421052,1,0,1,8,8.0,0,,,0,0,0,0,Mỹ,1,0,0,3,weight,1,False,,1000.0,6.907755278982137,,8526.666666666668,9.050953786464724,,8990.0,9.103868127465667
Táo Kiku Mỹ,1KG,Trái cây tươi,Rau - Củ - Trái Cây,159000.0,159000.0,42,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,Mỹ,1,0,0,3,weight,1,False,,1000.0,6.907755278982137,,15900.0,9.674074388208323,,15900.0,9.674074388208323
Táo Kinsei Nhật (2 trái/hộp),Hộp,Trái cây tươi,Rau - Củ - Trái Cây,299000.0,299000.0,35,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,Nhật,1,0,0,5,count,1,False,,,,,,,,,
Táo Kinsei Nhật 24-40,1KG,Trái cây tươi,Rau - Củ - Trái Cây,396500.0,396500.0,32,0.0,,0.0248105612528607,2,0.100250626566416,0,0,2,0,0.0,0,,,0,0,0,0,Nhật,1,0,0,4,weight,1,False,,1000.0,6.907755278982137,,39650.0,10.587846227062993,,39650.0,10.587846227062993
Táo Nhật Orin 3 Trái/hộp,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,282478.26086956525,282478.26086956525,46,0.0,,0.0704934020574041,2,0.1337792642140468,0,0,2,0,0.0,0,,,0,0,0,0,Nhật,1,0,0,5,count,1,False,,,,,,,,,
Táo Rockit hộp 3 - 4 trái,Hộp,Trái cây tươi,Rau - Củ - Trái Cây,136666.66666666666,139000.0,78,0.1666666666666666,0.1007194244604316,0.0384238717644012,2,0.1120000000000001,1,0,1,13,13.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,,,,,,,,
Táo Sekaiichi Nhật 8-12,1KG,Trái cây tươi,Rau - Củ - Trái Cây,599000.0,599000.0,16,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,Nhật,1,0,0,4,weight,1,False,,1000.0,6.907755278982137,,59900.0,11.00043178410354,,59900.0,11.00043178410354
