product_name,unit,subcategory,parent_category,avg_final_price,avg_marked_price,days_observed,promo_rate,avg_discount_depth,price_volatility,n_price_changes,max_daily_jump_pct,ever_promoted,always_promoted,marked_price_changes,promo_streak_max,promo_streak_avg,marked_price_increased,brand_name,brand_quadrant,is_premium,is_high_recognition,is_branded,is_house_brand,import_origin,is_import,has_health_claim,has_freshness_claim,name_length,unit_type,pack_count,uncertain_pack_count,size_ml,size_g,ln_pack_size,price_per_100ml,price_per_100g,ln_price_per_unit,marked_price_per_100ml,marked_price_per_100g,ln_marked_price_per_unit
Snack khoai tây vị tảo biển O'Star gói 48g,Gói,Bánh Snack,Bánh Kẹo,11900.0,11900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,9,count,1,False,,48.0,3.871201010907891,,24791.666666666668,10.118262854179822,,24791.666666666668,10.118262854179822
Snack khoai tây vị tự nhiên Slide lon 75g,Lon,Bánh Snack,Bánh Kẹo,27030.434782608696,28400.0,23,0.391304347826087,0.1232394366197183,0.0646137619229556,2,0.1405622489959839,1,0,1,9,9.0,0,,,0,0,0,0,domestic,0,0,1,9,count,1,False,,75.0,4.31748811353631,,36040.57971014493,10.49240079678006,,37866.666666666664,10.541826496601079
Snack mực lăn muối ớt Poca gói 75g,Gói,Bánh Snack,Bánh Kẹo,10500.0,10500.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,75.0,4.31748811353631,,14000.0,9.546812608597396,,14000.0,9.546812608597396
Snack mực tẩm gia vị cay ngọt Bento gói 24g,Gói,Bánh Snack,Bánh Kẹo,29500.0,29500.0,37,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Bento,local_value,0,0,1,0,domestic,0,0,0,10,count,1,False,,24.0,3.1780538303479458,,122916.66666666667,11.719261897968057,,122916.66666666667,11.719261897968057
Snack nhân đậu phộng vị mực cay Pinattsu Oishi gói 100g,Gói,Bánh Snack,Bánh Kẹo,11000.0,11000.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Oishi,household_giant,0,1,1,0,domestic,0,0,0,11,count,1,False,,100.0,4.605170185988092,,11000.0,9.305650551780507,,11000.0,9.305650551780507
Snack nhân đậu phộng vị nước cốt dừa Pinattsu Oishi gói 100g,Gói,Bánh Snack,Bánh Kẹo,11000.0,11000.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Oishi,household_giant,0,1,1,0,domestic,0,0,0,12,count,1,False,,100.0,4.605170185988092,,11000.0,9.305650551780507,,11000.0,9.305650551780507
Snack pho mát miếng Oishi gói 42g,Gói,Bánh Snack,Bánh Kẹo,5400.0,5400.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Oishi,household_giant,0,1,1,0,domestic,0,0,0,7,count,1,False,,42.0,3.7376696182833684,,12857.142857142857,9.461654800257088,,12857.142857142857,9.461654800257088
Snack que nhân phô mai Akiko 160g,Gói,Bánh Snack,Bánh Kẹo,22200.0,22200.0,16,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,160.0,5.075173815233827,,13875.0,9.537843938614635,,13875.0,9.537843938614635
Snack que nhân sữa Akiko gói 160g,Gói,Bánh Snack,Bánh Kẹo,21000.0,21000.0,25,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,160.0,5.075173815233827,,13125.0,9.482274087459825,,13125.0,9.482274087459825
Snack rong biển vị truyền thống TaoKaeNoi gói 20g,Gói,Bánh Snack,Bánh Kẹo,28500.0,28500.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,9,count,1,False,,20.0,2.995732273553991,,142500.0,11.867097278690842,,142500.0,11.867097278690842
Snack tôm cay Oishi gói 45g,Gói,Bánh Snack,Bánh Kẹo,5400.0,5400.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Oishi,household_giant,0,1,1,0,domestic,0,0,0,6,count,1,False,,45.0,3.8066624897703196,,12000.0,9.392661928770137,,12000.0,9.392661928770137
Snack tôm cay đặc biệt Oishi gói 45g,Gói,Bánh Snack,Bánh Kẹo,5400.0,5400.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Oishi,household_giant,0,1,1,0,domestic,0,0,0,8,count,1,False,,45.0,3.8066624897703196,,12000.0,9.392661928770137,,12000.0,9.392661928770137
Snack vị bò lúc lắc Poca gói 75g,Gói,Bánh Snack,Bánh Kẹo,10233.333333333334,10500.0,24,0.1666666666666666,0.1523809523809524,0.059522109781906,2,0.1523809523809524,1,0,1,4,4.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,75.0,4.31748811353631,,13644.444444444445,9.52108771735896,,14000.0,9.546812608597396
Snack vị cay Big Roll 3g/3.6g,Gói,Bánh Snack,Bánh Kẹo,8800.0,8800.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,3.6,1.2809338454620642,,244444.4444444444,12.406743340992325,,244444.4444444444,12.406743340992325
Snack vị cay Taokaenoi gói 32g,Gói,Bánh Snack,Bánh Kẹo,49000.0,49000.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,32.0,3.4657359027997265,,153125.0,11.939009860281129,,153125.0,11.939009860281129
Snack vị phô mai bùng nổ Toonies 60g,Gói,Bánh Snack,Bánh Kẹo,11583.333333333334,11900.0,24,0.1666666666666666,0.1596638655462184,0.0624446881938593,2,0.1596638655462184,1,0,1,4,4.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,60.0,4.0943445622221,,19305.55555555556,9.868148186090819,,19833.333333333336,9.895119302865611
Snack vị sô cô la Toonies 60g,Gói,Kẹo - Chocolate,Bánh Kẹo,11315.384615384615,11900.0,13,0.3076923076923077,0.1596638655462184,0.0806627885585109,2,0.1596638655462184,1,0,1,4,4.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,60.0,4.0943445622221,,18858.97435897436,9.844744172893982,,19833.333333333336,9.895119302865611
Snack vị truyền thống Big Bang gói 6g,Gói,Bánh Snack,Bánh Kẹo,12500.0,12500.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,6.0,1.791759469228055,,208333.33333333334,12.24689464005043,,208333.33333333334,12.24689464005043
Snacks và đậu thập cẩm Tân Tân hộp 200g,Hộp,Bánh Xốp - Bánh Quy,Bánh Kẹo,50000.0,50000.0,15,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Tân Tân,local_value,0,0,1,0,domestic,0,0,0,9,count,1,False,,200.0,5.298317366548036,,25000.0,10.126631103850338,,25000.0,10.126631103850338
Snakc tuyền thông Big Roll 3g,Gói,Bánh Xốp - Bánh Quy,Bánh Kẹo,8800.0,8800.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,3.0,1.0986122886681098,,293333.3333333334,12.58906489778628,,293333.3333333334,12.58906489778628
So cô la Ferrero Rocher 300g,Hộp,Bánh Xốp - Bánh Quy,Bánh Kẹo,319420.8333333333,435000.0,24,0.9583333333333334,0.2772513743128436,0.1479222515241942,3,0.3196155001501952,1,0,1,23,23.0,0,Ferrero,niche_professional,1,0,1,0,domestic,0,0,0,6,count,1,False,,300.0,5.703782474656201,,106473.61111111111,11.575652450434077,,145000.0,11.884489021402711
Socola Beautitude túi chuông hảo hạng 350g,Gói,Kẹo - Chocolate,Bánh Kẹo,110742.85714285714,120400.0,28,0.5714285714285714,0.1403654485049834,0.0769060838613546,2,0.1632850241545893,1,0,1,16,16.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,350.0,5.857933154483459,,31640.816326530614,10.362203222008013,,34400.0,10.44581184336149
Socola Cadbury 40g/37g,Cái,Kẹo - Chocolate,Bánh Kẹo,22500.0,22500.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Cadbury,niche_professional,1,0,1,0,domestic,0,0,0,3,count,1,False,,37.0,3.6109179126442243,,60810.81081081081,11.015522861536379,,60810.81081081081,11.015522861536379
Socola Ferrero Rocher 37.5g,Cái,Kẹo - Chocolate,Bánh Kẹo,44900.0,44900.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ferrero,niche_professional,1,0,1,0,domestic,0,0,0,4,count,1,False,,37.5,3.624340932976365,,119733.33333333333,11.693022326742073,,119733.33333333333,11.693022326742073
Socola Hạnh Nhân Chocorock 65g,Gói,Kẹo - Chocolate,Bánh Kẹo,42100.0,42100.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,65.0,4.174387269895637,,64769.230769230766,11.078585935762927,,64769.230769230766,11.078585935762927
Socola Kitkat trà xanh 2F 17.8g,Cái,Kẹo - Chocolate,Bánh Kẹo,15900.0,15900.0,8,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,17.8,2.8791984572980396,,89325.8426966292,11.400046116898375,,89325.8426966292,11.400046116898375
Socola Meiji đen 120g,Hộp,Kẹo - Chocolate,Bánh Kẹo,145500.0,145500.0,23,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Meiji,prestige_leader,1,1,1,0,domestic,0,0,0,4,count,1,False,,120.0,4.787491742782046,,121250.0,11.70560980879973,,121250.0,11.70560980879973
Socola Merci Storck Finest 375g,Hộp,Kẹo - Chocolate,Bánh Kẹo,434153.5714285714,484000.0,28,0.6071428571428571,0.1696280991735537,0.094050191608568,2,0.2042796715600896,1,0,1,17,17.0,0,Merci,niche_professional,1,0,1,0,domestic,0,0,0,5,count,1,False,,375.0,5.926926025970411,,115774.28571428571,11.65939776172755,,129066.66666666667,11.76808434571645
Socola Merci Storck Petits - Crunch 315g,Hộp,Kẹo - Chocolate,Bánh Kẹo,137937.5,158000.0,32,0.625,0.2031645569620253,0.1144649351807787,2,0.2549642573471009,1,0,1,20,20.0,0,Merci,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,315.0,5.752572638825633,,43789.682539682544,10.68715351016155,,50158.73015873016,10.822947859171562
Socola Milo Chocobar thanh 30g,Cái,Kẹo - Chocolate,Bánh Kẹo,20000.0,20000.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Milo,household_giant,0,1,1,0,domestic,0,0,0,5,count,1,False,,30.0,3.4011973816621555,,66666.66666666667,11.107460356862065,,66666.66666666667,11.107460356862065
Socola Milo viên nuggets 30g/25g,Gói,Kẹo - Chocolate,Bánh Kẹo,22200.0,22200.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Milo,household_giant,0,1,1,0,domestic,0,0,0,5,count,1,False,,25.0,3.2188758248682006,,88800.0,11.394141928980261,,88800.0,11.394141928980261
Socola Minis M&M'S 35g,Cái,Kẹo - Chocolate,Bánh Kẹo,30130.0,32695.0,20,0.45,0.1770186335403726,0.1178066519064939,3,0.3396226415094339,1,0,2,9,9.0,1,M&M,niche_professional,1,0,1,0,domestic,0,0,0,4,count,1,False,,35.0,3.5553480614894135,,86085.71428571429,11.363098756623025,,93414.28571428572,11.444799564494055
Socola Ritter Sport mini collection 250g,Hộp,Kẹo - Chocolate,Bánh Kẹo,228100.0,228100.0,1,0.0,,,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,6,count,1,False,,250.0,5.521460917862246,,91240.0,11.421248676398324,,91240.0,11.421248676398324
Socola Ritter Sport sữa hạnh nhân 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,76900.0,76900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,100.0,4.605170185988092,,76900.0,11.250261155493735,,76900.0,11.250261155493735
Socola Sữa M&M'S gói 40g/37g,Gói,Kẹo - Chocolate,Bánh Kẹo,20628.0,22140.0,25,0.36,0.1935483870967742,0.1228916142264944,3,0.24,1,0,2,9,9.0,1,M&M,niche_professional,1,0,1,0,domestic,0,0,0,5,count,1,False,,37.0,3.6109179126442243,,55751.35135135135,10.928656928514716,,59837.83783783784,10.999393479606494
Socola Vĩnh Tiến đồng tiền kho báu 112/100g,Hộp,Kẹo - Chocolate,Bánh Kẹo,88300.0,88300.0,4,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,100.0,4.605170185988092,,88300.0,11.388495386592052,,88300.0,11.388495386592052
Socola beautitude túi radter 300g,Gói,Kẹo - Chocolate,Bánh Kẹo,80142.85714285714,87000.0,28,0.5714285714285714,0.1379310344827586,0.0754581479091505,2,0.1599999999999999,1,0,1,16,16.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,300.0,5.703782474656201,,26714.285714285714,10.192953746781411,,29000.0,10.275051108968611
Socola chunky Kitkat 3 thanh 114g,Gói,Kẹo - Chocolate,Bánh Kẹo,73700.0,76000.0,35,0.1428571428571428,0.2118421052631579,0.0775587028507279,2,0.2118421052631579,1,0,1,5,5.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,114.0,4.736198448394496,,64649.12280701755,11.076729815771024,,66666.66666666667,11.107460356862065
Socola sữa Meiji 50g,Cái,Kẹo - Chocolate,Bánh Kẹo,61500.0,61500.0,24,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Meiji,prestige_leader,1,1,1,0,domestic,0,0,0,4,count,1,False,,50.0,3.912023005428146,,123000.0,11.719939634354555,,123000.0,11.719939634354555
Socola sữa hạt dẻ Ritter Sport 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,76900.0,76900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,100.0,4.605170185988092,,76900.0,11.250261155493735,,76900.0,11.250261155493735
Socola trứng Kinder Joy bé gái hộp 20g,Qủa,Kẹo - Chocolate,Bánh Kẹo,33900.0,33900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kinder,niche_professional,1,0,1,0,domestic,0,0,0,8,unknown,1,False,,20.0,2.995732273553991,,169500.0,12.040608205802641,,169500.0,12.040608205802641
Socola trứng Kinder Joy bé trai hộp 20g,Qủa,Kẹo - Chocolate,Bánh Kẹo,33900.0,33900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Kinder,niche_professional,1,0,1,0,domestic,0,0,0,8,unknown,1,False,,20.0,2.995732273553991,,169500.0,12.040608205802641,,169500.0,12.040608205802641
Socola viên hỗn hợp Ritter 192g,Hộp,Kẹo - Chocolate,Bánh Kẹo,179000.0,219000.0,11,0.9090909090909092,0.2009132420091324,0.0741145204548692,2,0.2009132420091324,1,0,1,10,10.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,192.0,5.2574953720277815,,93229.16666666667,11.442815898783202,,114062.5,11.644501822758947
Socola Đậu Phộng M&M'S gói 40g/37g,Gói,Kẹo - Chocolate,Bánh Kẹo,20628.0,22140.0,25,0.36,0.1935483870967742,0.1228916142264944,3,0.24,1,0,2,9,9.0,1,M&M,niche_professional,1,0,1,0,domestic,0,0,0,6,count,1,False,,37.0,3.6109179126442243,,55751.35135135135,10.928656928514716,,59837.83783783784,10.999393479606494
Socola đen Meiji 50g,Cái,Kẹo - Chocolate,Bánh Kẹo,61500.0,61500.0,23,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Meiji,prestige_leader,1,1,1,0,domestic,0,0,0,4,count,1,False,,50.0,3.912023005428146,,123000.0,11.719939634354555,,123000.0,11.719939634354555
Socola đen Merci 250g,Hộp,Kẹo - Chocolate,Bánh Kẹo,223000.0,223000.0,27,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Merci,niche_professional,1,0,1,0,domestic,0,0,0,4,count,1,False,,250.0,5.521460917862246,,89200.0,11.398636318568101,,89200.0,11.398636318568101
Socola đen Ritter Sport 74% 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,76900.0,76900.0,16,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,6,count,1,False,,100.0,4.605170185988092,,76900.0,11.250261155493735,,76900.0,11.250261155493735
Socola đen Ritter Sport hạnh nhân 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,76900.0,76900.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,100.0,4.605170185988092,,76900.0,11.250261155493735,,76900.0,11.250261155493735
Socola đen Ritter Sport hạt dẻ 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,76900.0,76900.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Ritter Sport,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,100.0,4.605170185988092,,76900.0,11.250261155493735,,76900.0,11.250261155493735
Sô cô la 85% cocoa Lindt Excellence thanh 100g,Cái,Kẹo - Chocolate,Bánh Kẹo,167200.0,167200.0,27,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Lindt,niche_professional,1,0,1,0,domestic,0,0,0,9,count,1,False,,100.0,4.605170185988092,,167200.0,12.026945979632739,,167200.0,12.026945979632739
Sô cô la Ferrero Rocher hộp 200g,Hộp,Kẹo - Chocolate,Bánh Kẹo,173658.53658536586,249000.0,41,0.902439024390244,0.3352870943232389,0.1707672646091772,4,0.6938775510204083,1,0,1,31,18.5,0,Ferrero,niche_professional,1,0,1,0,domestic,0,0,0,7,count,1,False,,200.0,5.298317366548036,,86829.26829268293,11.371699036123905,,124500.0,11.732060994886899
Sô cô la Ferrero Rocher hộp trái tim 100g,Hộp,Kẹo - Chocolate,Bánh Kẹo,155121.9512195122,225000.0,41,0.8780487804878049,0.3537037037037037,0.2296687973306506,4,0.9396551724137931,1,0,1,30,18.0,0,Ferrero,niche_professional,1,0,1,0,domestic,0,0,0,9,count,1,False,,100.0,4.605170185988092,,155121.9512195122,11.951966868611997,,225000.0,12.323855681186558
Sô cô la KitKat Chunky gói 38g,Cái,Kẹo - Chocolate,Bánh Kẹo,26387.09677419355,26500.0,31,0.032258064516129,0.1320754716981132,0.0238229526526956,2,0.1521739130434782,1,0,1,1,1.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,38.0,3.6375861597263857,,69439.72835314092,11.148214437361444,,69736.84210526316,11.15248403823602
Sô cô la KitKat Nestlé Bites gói 40g,Gói,Kẹo - Chocolate,Bánh Kẹo,35800.0,35800.0,17,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Nestlé,household_giant,0,1,1,0,domestic,0,0,0,8,count,1,False,,40.0,3.6888794541139363,,89500.0,11.401993904262946,,89500.0,11.401993904262946
Sô cô la Merci hộp 400g,Hộp,Kẹo - Chocolate,Bánh Kẹo,345750.0,387000.0,6,0.8333333333333334,0.127906976744186,0.0584476945132645,2,0.127906976744186,1,0,1,5,5.0,0,Merci,niche_professional,1,0,1,0,domestic,0,0,0,6,count,1,False,,400.0,5.991464547107982,,86437.5,11.367176888407114,,96750.0,11.479885610892028
Sô cô la sữa Cadbury Dairy Milk 165g,Gói,Kẹo - Chocolate,Bánh Kẹo,83600.0,83600.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Cadbury,niche_professional,1,0,1,0,domestic,0,0,0,8,count,1,False,,165.0,5.10594547390058,,50666.66666666667,10.833023511160304,,50666.66666666667,10.833023511160304
Sôcôla KitKat Nestle hộp 102g,Gói,Bánh Xốp - Bánh Quy,Bánh Kẹo,57088.23529411765,61500.0,17,0.3529411764705882,0.2032520325203252,0.1078576392609751,2,0.2551020408163265,1,0,1,6,6.0,0,Nestlé,household_giant,0,1,1,0,domestic,0,0,0,5,count,1,False,,102.0,4.624972813284271,,55968.85813148789,10.932550710238806,,60294.117647058825,11.00698982649843
Thanh bánh quy kem KitKat trà xanh Nestlé gói 35g,Cái,Bánh Xốp - Bánh Quy,Bánh Kẹo,28833.333333333332,31400.0,30,0.4666666666666667,0.1751592356687898,0.0967903855049856,2,0.1751592356687897,1,0,1,14,14.0,0,Nestlé,household_giant,0,1,1,0,domestic,0,0,0,10,count,1,False,,35.0,3.5553480614894135,,82380.95238095238,11.31910952875054,,89714.28571428572,11.404385296395022
Thanh dinh dưỡng Play việt quất hạt điều 25g,Hộp,Hạt - Trái Cây Sấy Khô,Bánh Kẹo,102500.0,102500.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,1,0,9,count,1,False,,25.0,3.2188758248682006,,410000.0,12.92391243868049,,410000.0,12.92391243868049
Thanh dinh dưỡng Play vị rong biển 25g,Hộp,Bánh Xốp - Bánh Quy,Bánh Kẹo,102500.0,102500.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,1,0,8,count,1,False,,25.0,3.2188758248682006,,410000.0,12.92391243868049,,410000.0,12.92391243868049
Thanh socola Kitkat chunky quy kem 38g,Cái,Kẹo - Chocolate,Bánh Kẹo,26900.0,26900.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,38.0,3.6375861597263857,,70789.47368421052,11.167465591851636,,70789.47368421052,11.167465591851636
Thạch Caramen Zai Zai Đức Hạnh (Kg),0.5KG,Kẹo - Chocolate,Bánh Kẹo,38158.333333333336,42950.0,36,0.5833333333333334,0.1912522867121237,0.1097407465509007,3,0.2449275362318841,1,0,1,15,4.2,0,,,0,0,0,0,Đức,1,0,0,7,weight,1,False,,500.0,6.214608098422191,,7631.666666666667,8.940061536423086,,8590.0,9.0583540149783
Thạch New Joy VFOOD hương sữa chia 920,Gói,Kẹo - Chocolate,Bánh Kẹo,41500.0,46000.0,30,0.6,0.1630434782608695,0.0900493155040553,2,0.1948051948051947,1,0,1,18,18.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,,,,,,,,
Thạch Thái Lan 3in1 Trái Cây Deedo 720g,Gói,Kẹo - Chocolate,Bánh Kẹo,50600.0,50600.0,37,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,Thái,1,0,0,8,count,1,False,,720.0,6.579251212010101,,7027.777777777777,8.857625829253546,,7027.777777777777,8.857625829253546
Thạch Zai Zai gói 160g,Gói,Kẹo - Chocolate,Bánh Kẹo,16000.0,16000.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,160.0,5.075173815233827,,10000.0,9.210340371976184,,10000.0,9.210340371976184
Thạch Zai Zai gói 210g,Gói,Kẹo - Chocolate,Bánh Kẹo,20900.0,20900.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,5,count,1,False,,210.0,5.3471075307174685,,9952.380952380952,9.205567093223525,,9952.380952380952,9.205567093223525
Thạch bút chì poke VFoods cốc 22 cây,Hộp,Kẹo - Chocolate,Bánh Kẹo,28000.0,28000.0,23,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,,,,,,,,
Thạch dừa Hạnh Dung túi 1kg,Gói,Kẹo - Chocolate,Bánh Kẹo,32200.0,32200.0,27,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,1000.0,6.907755278982137,,3220.0,8.077136638538454,,3220.0,8.077136638538454
Thạch dừa tổng hợp Nanaco vỉ 6 hộp 80g,VỈ,Kẹo - Chocolate,Bánh Kẹo,61700.0,61700.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,Nanaco,local_value,0,0,1,0,domestic,0,0,0,9,bundle,1,False,,80.0,4.382026634673881,,77125.0,11.25318276120769,,77125.0,11.25318276120769
Thạch rau câu Vfoods New Joy 800g (2 lớp),Gói,Kẹo - Chocolate,Bánh Kẹo,41788.46153846154,48000.0,26,0.7307692307692307,0.1770833333333333,0.0920092912198124,2,0.2151898734177215,1,0,1,19,19.0,0,,,0,0,0,0,domestic,0,0,0,9,count,1,False,,800.0,6.684611727667927,,5223.557692307692,8.560933998977303,,6000.0,8.699514748210191
Thạch rau câu Zai Zai Đức Hạnh (Kg),1 KG,Kẹo - Chocolate,Bánh Kẹo,73578.57142857143,85900.0,28,0.75,0.1912522867121237,0.1016481326178571,3,0.2449275362318841,1,0,1,21,21.0,0,,,0,0,0,0,Đức,1,0,0,8,weight,1,False,,1000.0,6.907755278982137,,7357.857142857143,8.90352402026248,,8590.0,9.0583540149783
Thạch rau câu Zai Zai+ dài Đức Hạnh (Kg),1KG,Kẹo - Chocolate,Bánh Kẹo,75118.75,85900.0,32,0.65625,0.1912522867121237,0.1080347425420117,3,0.2449275362318841,1,0,1,21,21.0,0,,,0,0,0,0,Đức,1,0,0,9,weight,1,False,,1000.0,6.907755278982137,,7511.875,8.924240380707053,,8590.0,9.0583540149783
Thạch rau câu cốt trái cây tươi Fruit Gel,0.5KG,Kẹo - Chocolate,Bánh Kẹo,32850.0,32850.0,21,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,1,9,weight,1,False,,500.0,6.214608098422191,,6570.0,8.790269111478656,,6570.0,8.790269111478656
Thạch sữa chưa Vfoods ABC 920g,Gói,Kẹo - Chocolate,Bánh Kẹo,53400.0,53400.0,24,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,6,count,1,False,,920.0,6.824373670043086,,5804.347826086957,8.666362540893292,,5804.347826086957,8.666362540893292
Thạch trà sữa Zai Zai gói 210g,Gói,Kẹo - Chocolate,Bánh Kẹo,20900.0,20900.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,210.0,5.3471075307174685,,9952.380952380952,9.205567093223525,,9952.380952380952,9.205567093223525
Thạch trái cây Vfoods tổng hợp 1kg,Gói,Kẹo - Chocolate,Bánh Kẹo,38300.0,38300.0,25,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,7,count,1,False,,1000.0,6.907755278982137,,3830.0,8.250620082174692,,3830.0,8.250620082174692
Thạch trái cây hình Magic Việt Quốc 240g,Gói,Kẹo - Chocolate,Bánh Kẹo,30700.0,30700.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,8,count,1,False,,240.0,5.480638923341991,,12791.666666666668,9.456549196221388,,12791.666666666668,9.456549196221388
Thạch trái cây hình cá ngựa Việt Quốc 300g,Gói,Kẹo - Chocolate,Bánh Kẹo,35500.0,35500.0,19,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,9,count,1,False,,300.0,5.703782474656201,,11833.333333333334,9.378675686795397,,11833.333333333334,9.378675686795397
Thạch trái cây hình cá voi Gummy gói 300g,Gói,Kẹo - Chocolate,Bánh Kẹo,35500.0,35500.0,20,0.0,,0.0,1,0.0,0,0,1,0,0.0,0,,,0,0,0,0,domestic,0,0,0,9,count,1,False,,300.0,5.703782474656201,,11833.333333333334,9.378675686795397,,11833.333333333334,9.378675686795397
