date,parent_category,generic_final,branded_final,gap_abs_final,gap_pct_final,branded_marked,generic_marked,gap_abs_marked,gap_pct_marked
2026-01-03,Gia Vị,78650.0,38900.0,-39750.0,-50.5403687221869,40000.0,78650.0,-38650.0,-49.141767323585505
2026-01-03,Mì - Thực Phẩm Ăn Liền,27200.0,19500.0,-7700.0,-28.308823529411764,25600.0,33900.0,-8300.0,-24.48377581120944
2026-01-03,Rau - Củ - Trái Cây,39000.0,47400.0,8400.0,21.53846153846154,47400.0,39000.0,8400.0,21.53846153846154
2026-01-03,Sữa Tươi,53500.0,35550.0,-17950.0,-33.55140186915888,36400.0,53500.0,-17100.0,-31.962616822429908
2026-01-03,Thực Phẩm Chế Biến,34950.0,39250.0,4300.0,12.303290414878399,40500.0,34950.0,5550.0,15.879828326180256
2026-01-03,Thực Phẩm Khô,46900.0,52000.0,5100.0,10.874200426439232,52600.0,48050.0,4550.0,9.469302809573362
2026-01-03,Thực Phẩm Đông Lạnh,80850.0,74250.0,-6600.0,-8.16326530612245,76300.0,84200.0,-7900.0,-9.382422802850355
2026-01-03,Trứng - Đậu Hũ,21100.0,51900.0,30800.0,145.97156398104266,51900.0,21100.0,30800.0,145.97156398104266
2026-01-04,Chăm Sóc Bé,60900.0,72800.0,11900.0,19.54022988505747,73700.0,129000.0,-55300.0,-42.86821705426356
2026-01-04,Gia Vị,111150.0,38300.0,-72850.0,-65.54206027890238,43450.0,116550.0,-73100.0,-62.71986271986272
2026-01-04,Mì - Thực Phẩm Ăn Liền,27200.0,19500.0,-7700.0,-28.308823529411764,25600.0,33900.0,-8300.0,-24.48377581120944
2026-01-04,Rau - Củ - Trái Cây,37000.0,47900.0,10900.0,29.45945945945946,47900.0,37000.0,10900.0,29.45945945945946
2026-01-04,Thực Phẩm Khô,46900.0,53700.0,6800.0,14.498933901918976,53700.0,48050.0,5650.0,11.758584807492195
2026-01-04,Thực Phẩm Đông Lạnh,84200.0,74000.0,-10200.0,-12.114014251781473,75700.0,84400.0,-8700.0,-10.308056872037914
2026-01-05,Chăm Sóc Bé,60900.0,76800.0,15900.0,26.108374384236456,81950.0,129000.0,-47050.0,-36.47286821705427
2026-01-05,Gia Vị,78650.0,38950.0,-39700.0,-50.47679593134139,40200.0,78650.0,-38450.0,-48.88747616020343
2026-01-05,Mì - Thực Phẩm Ăn Liền,27200.0,19500.0,-7700.0,-28.308823529411764,25600.0,33900.0,-8300.0,-24.48377581120944
2026-01-05,Rau - Củ - Trái Cây,37000.0,47900.0,10900.0,29.45945945945946,47900.0,37000.0,10900.0,29.45945945945946
2026-01-05,Sữa Tươi,28300.0,30600.0,2300.0,8.12720848056537,33900.0,32300.0,1600.0,4.953560371517028
2026-01-05,Thực Phẩm Chế Biến,35450.0,40500.0,5050.0,14.245416078984485,41500.0,39500.0,2000.0,5.063291139240507
2026-01-05,Thực Phẩm Khô,46900.0,52300.0,5400.0,11.513859275053305,53050.0,48050.0,5000.0,10.40582726326743
2026-01-05,Thực Phẩm Đông Lạnh,84200.0,74000.0,-10200.0,-12.114014251781473,75700.0,84400.0,-8700.0,-10.308056872037914
2026-01-05,Trứng - Đậu Hũ,21100.0,51900.0,30800.0,145.97156398104266,51900.0,21100.0,30800.0,145.97156398104266
2026-01-06,Chăm Sóc Bé,60900.0,76800.0,15900.0,26.108374384236456,81950.0,129000.0,-47050.0,-36.47286821705427
2026-01-06,Gia Vị,61000.0,30000.0,-31000.0,-50.81967213114754,36700.0,75000.0,-38300.0,-51.06666666666667
2026-01-06,Mì - Thực Phẩm Ăn Liền,27200.0,23550.0,-3650.0,-13.419117647058822,29550.0,33900.0,-4350.0,-12.831858407079647
2026-01-06,Rau - Củ - Trái Cây,35000.0,47900.0,12900.0,36.857142857142854,47900.0,35000.0,12900.0,36.857142857142854
2026-01-06,Sữa Tươi,51500.0,34900.0,-16600.0,-32.23300970873787,36200.0,51500.0,-15300.0,-29.708737864077673
2026-01-06,Thực Phẩm Chế Biến,32000.0,39900.0,7900.0,24.6875,41500.0,34100.0,7400.0,21.700879765395893
2026-01-06,Thực Phẩm Khô,62550.0,36700.0,-25850.0,-41.32693844924061,39600.0,72800.0,-33200.0,-45.604395604395606
2026-01-06,Thực Phẩm Đông Lạnh,77700.0,72000.0,-5700.0,-7.335907335907336,75700.0,84200.0,-8500.0,-10.09501187648456
2026-01-06,Trứng - Đậu Hũ,21100.0,51300.0,30200.0,143.12796208530804,51300.0,21100.0,30200.0,143.12796208530804
2026-01-07,Chăm Sóc Bé,60900.0,79900.0,19000.0,31.198686371100166,85400.0,129000.0,-43600.0,-33.798449612403104
2026-01-07,Gia Vị,79300.0,44000.0,-35300.0,-44.51450189155107,46050.0,79300.0,-33250.0,-41.92938209331652
2026-01-07,Mì - Thực Phẩm Ăn Liền,27200.0,27200.0,0.0,0.0,33900.0,33900.0,0.0,0.0
2026-01-07,Rau - Củ - Trái Cây,37000.0,47900.0,10900.0,29.45945945945946,47900.0,37000.0,10900.0,29.45945945945946
2026-01-07,Sữa Tươi,49500.0,35100.0,-14400.0,-29.09090909090909,36500.0,49500.0,-13000.0,-26.262626262626267
2026-01-07,Thực Phẩm Chế Biến,34950.0,38600.0,3650.0,10.44349070100143,39500.0,34950.0,4550.0,13.01859799713877
2026-01-07,Thực Phẩm Khô,89900.0,53700.0,-36200.0,-40.266963292547274,66700.0,115000.0,-48300.0,-42.0
2026-01-07,Thực Phẩm Đông Lạnh,84200.0,74250.0,-9950.0,-11.817102137767222,75300.0,84200.0,-8900.0,-10.570071258907364
2026-01-07,Trứng - Đậu Hũ,21100.0,51300.0,30200.0,143.12796208530804,51300.0,21100.0,30200.0,143.12796208530804
2026-01-08,Chăm Sóc Bé,60900.0,85400.0,24500.0,40.229885057471265,86200.0,129000.0,-42800.0,-33.17829457364341
2026-01-08,Gia Vị,84600.0,39150.0,-45450.0,-53.72340425531915,40650.0,88150.0,-47500.0,-53.885422575155985
2026-01-08,Mì - Thực Phẩm Ăn Liền,27200.0,23550.0,-3650.0,-13.419117647058822,29550.0,33900.0,-4350.0,-12.831858407079647
2026-01-08,Rau - Củ - Trái Cây,49900.0,43400.0,-6500.0,-13.026052104208416,43400.0,49900.0,-6500.0,-13.026052104208416
2026-01-08,Sữa Tươi,26200.0,26100.0,-100.0,-0.38167938931297707,31100.0,26200.0,4900.0,18.702290076335878
2026-01-08,Thực Phẩm Chế Biến,35000.0,38200.0,3200.0,9.142857142857142,38900.0,35000.0,3900.0,11.142857142857142
2026-01-08,Thực Phẩm Khô,62400.0,46700.0,-15700.0,-25.16025641025641,54600.0,69300.0,-14700.0,-21.21212121212121
2026-01-08,Thực Phẩm Đông Lạnh,84200.0,74500.0,-9700.0,-11.520190023752969,75700.0,84200.0,-8500.0,-10.09501187648456
2026-01-08,Trứng - Đậu Hũ,21100.0,51300.0,30200.0,143.12796208530804,51300.0,21100.0,30200.0,143.12796208530804
2026-01-09,Chăm Sóc Bé,60900.0,85400.0,24500.0,40.229885057471265,86200.0,129000.0,-42800.0,-33.17829457364341
2026-01-09,Mì - Thực Phẩm Ăn Liền,27200.0,27200.0,0.0,0.0,33900.0,33900.0,0.0,0.0
2026-01-09,Rau - Củ - Trái Cây,35000.0,47900.0,12900.0,36.857142857142854,47900.0,39000.0,8900.0,22.82051282051282
2026-01-09,Sữa Tươi,51500.0,35000.0,-16500.0,-32.038834951456316,36500.0,51500.0,-15000.0,-29.126213592233007
2026-01-09,Thực Phẩm Chế Biến,35000.0,38000.0,3000.0,8.571428571428571,38800.0,35000.0,3800.0,10.857142857142858
2026-01-09,Thực Phẩm Khô,53600.0,52300.0,-1300.0,-2.425373134328358,52300.0,53600.0,-1300.0,-2.425373134328358
2026-01-09,Thực Phẩm Đông Lạnh,84200.0,74500.0,-9700.0,-11.520190023752969,75700.0,84200.0,-8500.0,-10.09501187648456
2026-01-09,Trứng - Đậu Hũ,21100.0,51300.0,30200.0,143.12796208530804,51300.0,21100.0,30200.0,143.12796208530804
2026-01-10,Chăm Sóc Bé,60900.0,85400.0,24500.0,40.229885057471265,86200.0,129000.0,-42800.0,-33.17829457364341
2026-01-10,Gia Vị,78000.0,39900.0,-38100.0,-48.84615384615385,40800.0,78000.0,-37200.0,-47.69230769230769
2026-01-10,Mì - Thực Phẩm Ăn Liền,27200.0,27200.0,0.0,0.0,33900.0,33900.0,0.0,0.0
2026-01-10,Rau - Củ - Trái Cây,35000.0,47900.0,12900.0,36.857142857142854,47900.0,39000.0,8900.0,22.82051282051282
