date,overall_average_index,staples_average_index,other_food_average_index
2026-02-03,0.9367849443630903,0.8362906393702794,0.9432684479110135
2026-02-04,0.9565496500357273,0.8362906393702794,0.964308295885111
2026-02-05,0.9563547451793594,0.8362906393702794,0.9641008165218806
2026-02-06,0.9559943720385231,0.8362906393702794,0.9637171935009904
2026-02-07,0.955811221236045,0.8362906393702794,0.9635222265177072
2026-02-08,0.9531162349769016,0.8362906393702794,0.9606533701773288
2026-02-09,0.9533592222904357,0.8362906393702794,0.9609120340917362
2026-02-10,0.9509843388452216,0.8362906393702794,0.9583839323597337
2026-02-11,0.9509678325486737,0.8362906393702794,0.9583663611408281
2026-02-12,0.9512399857575463,0.8362906393702794,0.9586560726212409
2026-02-13,0.9505733240065707,0.8362906393702794,0.9579464004347183
2026-02-14,0.9505733240065707,0.8362906393702794,0.9579464004347183
2026-02-15,0.9500595093004933,0.8362906393702794,0.9573994363927653
2026-02-16,0.9501235322122328,0.8362906393702794,0.9574675898149394
2026-02-17,0.9513964180026729,0.8362906393702794,0.9588225972692789
2026-02-18,0.9599205171065784,0.8362906393702794,0.9669850815486527
2026-02-19,0.9599205171065784,0.8362906393702794,0.9669850815486527
2026-02-20,0.9569488588879612,0.8362906393702794,0.9638436142889717
2026-02-21,0.9569488588879612,0.8362906393702794,0.9638436142889717
2026-02-22,0.9569488588879612,0.8362906393702794,0.9638436142889717
2026-02-23,0.9572469237810072,0.8362906393702794,0.96415871146162
2026-02-24,0.9480641253827333,0.8404726876546984,0.9542122075386209
2026-02-25,0.9765541641960209,0.8995326384152034,0.9809553942406394
2026-02-26,0.9762174335533976,0.8995326384152034,0.980599421847009
2026-02-27,0.9756982085630989,0.8995326384152034,0.9800505268572643
2026-02-28,0.9756982085630989,0.8995326384152034,0.9800505268572643
2026-03-01,0.9760544586278833,0.8995326384152034,0.9804271340686082
2026-03-02,0.9791267898522075,0.8995326384152034,0.9836750270771791
2026-03-03,0.9791267898522075,0.8995326384152034,0.9836750270771791
2026-03-04,0.9736682633151803,0.872049160480231,0.9794750691914633
2026-03-05,0.9673472387837955,0.872049160480231,0.9727928432582849
2026-03-06,0.9660031411206591,0.872049160480231,0.9715298458642139
2026-03-07,0.9668873146718908,0.872049160480231,0.9723066377685571
2026-03-08,0.9671191728737301,0.872049160480231,0.9725517450105015
2026-03-09,0.9675477040736035,0.872049160480231,0.9730047637075107
2026-03-10,0.9668344630053912,0.872049160480231,0.972250766006829
2026-03-11,0.9670530404134557,0.872049160480231,0.9724818335524972
2026-03-12,0.9665119344562111,0.872049160480231,0.9719098072548386
2026-03-13,0.9665119344562111,0.872049160480231,0.9719098072548386
2026-03-14,0.9665558556540755,0.872049160480231,0.9719562382354381
2026-03-15,0.9664287073703264,0.872049160480231,0.9718218243354747
2026-03-16,0.9671205091856431,0.872049160480231,0.9725531576830951
2026-03-17,0.9669928596278947,0.8696876436618873,0.9725531576830951
2026-03-18,0.9488677493362353,0.8172732419183264,0.9563874354744017
2026-03-19,0.959746655754547,0.8172732419183264,0.9678879936880451
2026-03-20,0.959746655754547,0.8172732419183264,0.9678879936880451
2026-03-21,0.9598577016159698,0.8172732419183264,0.9680053850272636
2026-03-22,0.9598577016159698,0.8172732419183264,0.9680053850272636
