date,parent_category,brand_quadrant,quadrant_median,generic_median,gap_abs,gap_pct
2025-12-19,Trứng - Đậu Hũ,local_value,27000.0,16050.0,10950.0,68.22429906542055
2025-12-20,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-20,Chăm Sóc Bé,local_value,67000.0,60900.0,6100.0,10.016420361247947
2025-12-20,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-20,Chăm Sóc Bé,prestige_leader,123000.0,60900.0,62100.0,101.9704433497537
2025-12-20,Gia Vị,household_giant,35000.0,107200.0,-72200.0,-67.3507462686567
2025-12-20,Gia Vị,local_value,21700.0,107200.0,-85500.0,-79.75746268656717
2025-12-20,Gia Vị,niche_professional,98900.0,107200.0,-8300.0,-7.742537313432836
2025-12-20,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-20,Mì - Thực Phẩm Ăn Liền,niche_professional,12200.0,27200.0,-15000.0,-55.14705882352941
2025-12-20,Rau - Củ - Trái Cây,local_value,47900.0,35000.0,12900.0,36.857142857142854
2025-12-20,Rau - Củ - Trái Cây,niche_professional,46900.0,35000.0,11900.0,34.0
2025-12-20,Sữa Tươi,household_giant,30600.0,39000.0,-8400.0,-21.53846153846154
2025-12-20,Sữa Tươi,local_value,29800.0,39000.0,-9200.0,-23.589743589743588
2025-12-20,Sữa Tươi,niche_professional,77900.0,39000.0,38900.0,99.74358974358975
2025-12-20,Sữa Tươi,prestige_leader,38750.0,39000.0,-250.0,-0.641025641025641
2025-12-20,Thực Phẩm Chế Biến,household_giant,52100.0,25500.0,26600.0,104.31372549019609
2025-12-20,Thực Phẩm Chế Biến,local_value,20700.0,25500.0,-4800.0,-18.823529411764707
2025-12-20,Thực Phẩm Chế Biến,niche_professional,82450.0,25500.0,56950.0,223.33333333333334
2025-12-20,Thực Phẩm Khô,household_giant,29000.0,45850.0,-16850.0,-36.75027262813522
2025-12-20,Thực Phẩm Khô,local_value,56800.0,45850.0,10950.0,23.882224645583424
2025-12-20,Thực Phẩm Khô,niche_professional,79150.0,45850.0,33300.0,72.62813522355506
2025-12-20,Thực Phẩm Khô,prestige_leader,145000.0,45850.0,99150.0,216.24863685932388
2025-12-20,Thực Phẩm Đông Lạnh,household_giant,74100.0,74000.0,100.0,0.13513513513513514
2025-12-20,Thực Phẩm Đông Lạnh,local_value,60650.0,74000.0,-13350.0,-18.04054054054054
2025-12-20,Thực Phẩm Đông Lạnh,niche_professional,99650.0,74000.0,25650.0,34.66216216216216
2025-12-20,Trứng - Đậu Hũ,household_giant,57500.0,16050.0,41450.0,258.25545171339564
2025-12-20,Trứng - Đậu Hũ,local_value,35000.0,16050.0,18950.0,118.06853582554517
2025-12-22,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-22,Chăm Sóc Bé,local_value,67000.0,60900.0,6100.0,10.016420361247947
2025-12-22,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-22,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-22,Gia Vị,household_giant,30800.0,61000.0,-30200.0,-49.50819672131148
2025-12-22,Gia Vị,local_value,44250.0,61000.0,-16750.0,-27.459016393442624
2025-12-22,Gia Vị,niche_professional,26900.0,61000.0,-34100.0,-55.9016393442623
2025-12-22,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-22,Mì - Thực Phẩm Ăn Liền,niche_professional,12200.0,27200.0,-15000.0,-55.14705882352941
2025-12-22,Rau - Củ - Trái Cây,local_value,39900.0,39900.0,0.0,0.0
2025-12-22,Sữa Tươi,household_giant,29200.0,28300.0,900.0,3.180212014134275
2025-12-22,Sữa Tươi,local_value,28300.0,28300.0,0.0,0.0
2025-12-22,Sữa Tươi,niche_professional,55300.0,28300.0,27000.0,95.40636042402826
2025-12-22,Sữa Tươi,prestige_leader,78550.0,28300.0,50250.0,177.56183745583039
2025-12-22,Thực Phẩm Chế Biến,household_giant,53250.0,28600.0,24650.0,86.18881118881119
2025-12-22,Thực Phẩm Chế Biến,local_value,20700.0,28600.0,-7900.0,-27.62237762237762
2025-12-22,Thực Phẩm Chế Biến,niche_professional,79500.0,28600.0,50900.0,177.97202797202797
2025-12-22,Thực Phẩm Khô,household_giant,29300.0,46900.0,-17600.0,-37.52665245202559
2025-12-22,Thực Phẩm Khô,local_value,56800.0,46900.0,9900.0,21.108742004264393
2025-12-22,Thực Phẩm Khô,niche_professional,81300.0,46900.0,34400.0,73.34754797441366
2025-12-22,Thực Phẩm Khô,prestige_leader,145000.0,46900.0,98100.0,209.1684434968017
2025-12-22,Thực Phẩm Đông Lạnh,household_giant,76850.0,74800.0,2050.0,2.740641711229946
2025-12-22,Thực Phẩm Đông Lạnh,local_value,71700.0,74800.0,-3100.0,-4.144385026737968
2025-12-22,Thực Phẩm Đông Lạnh,niche_professional,102300.0,74800.0,27500.0,36.76470588235294
2025-12-22,Trứng - Đậu Hũ,household_giant,48650.0,16050.0,32600.0,203.11526479750776
2025-12-22,Trứng - Đậu Hũ,local_value,35000.0,16050.0,18950.0,118.06853582554517
2025-12-23,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-23,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-23,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-23,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-23,Gia Vị,household_giant,41050.0,92400.0,-51350.0,-55.573593073593074
2025-12-23,Gia Vị,local_value,29800.0,92400.0,-62600.0,-67.74891774891775
2025-12-23,Gia Vị,niche_professional,88500.0,92400.0,-3900.0,-4.220779220779221
2025-12-23,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-23,Rau - Củ - Trái Cây,local_value,47900.0,39000.0,8900.0,22.82051282051282
2025-12-23,Sữa Tươi,household_giant,29200.0,51500.0,-22300.0,-43.30097087378641
2025-12-23,Sữa Tươi,local_value,29900.0,51500.0,-21600.0,-41.94174757281554
2025-12-23,Sữa Tươi,niche_professional,77700.0,51500.0,26200.0,50.873786407766985
2025-12-23,Sữa Tươi,prestige_leader,38900.0,51500.0,-12600.0,-24.466019417475728
2025-12-23,Thực Phẩm Chế Biến,household_giant,52100.0,33450.0,18650.0,55.75485799701047
2025-12-23,Thực Phẩm Chế Biến,local_value,33100.0,33450.0,-350.0,-1.046337817638266
2025-12-23,Thực Phẩm Chế Biến,niche_professional,122700.0,33450.0,89250.0,266.8161434977578
2025-12-23,Thực Phẩm Khô,household_giant,29300.0,46900.0,-17600.0,-37.52665245202559
2025-12-23,Thực Phẩm Khô,local_value,57000.0,46900.0,10100.0,21.535181236673772
2025-12-23,Thực Phẩm Khô,niche_professional,81300.0,46900.0,34400.0,73.34754797441366
2025-12-23,Thực Phẩm Khô,prestige_leader,145000.0,46900.0,98100.0,209.1684434968017
2025-12-23,Thực Phẩm Đông Lạnh,household_giant,74700.0,75750.0,-1050.0,-1.3861386138613863
2025-12-23,Thực Phẩm Đông Lạnh,local_value,60650.0,75750.0,-15100.0,-19.933993399339933
2025-12-23,Thực Phẩm Đông Lạnh,niche_professional,102300.0,75750.0,26550.0,35.04950495049505
2025-12-23,Trứng - Đậu Hũ,household_giant,54250.0,16050.0,38200.0,238.006230529595
2025-12-23,Trứng - Đậu Hũ,local_value,27250.0,16050.0,11200.0,69.78193146417445
2025-12-24,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-24,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-24,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-24,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-24,Gia Vị,household_giant,44500.0,92400.0,-47900.0,-51.83982683982684
2025-12-24,Gia Vị,local_value,29800.0,92400.0,-62600.0,-67.74891774891775
2025-12-24,Gia Vị,niche_professional,91300.0,92400.0,-1100.0,-1.1904761904761905
2025-12-24,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-24,Mì - Thực Phẩm Ăn Liền,niche_professional,12200.0,27200.0,-15000.0,-55.14705882352941
2025-12-24,Rau - Củ - Trái Cây,local_value,43900.0,35860.0,8040.0,22.42052426101506
2025-12-24,Rau - Củ - Trái Cây,niche_professional,46900.0,35860.0,11040.0,30.78639152258784
2025-12-24,Sữa Tươi,household_giant,25800.0,26600.0,-800.0,-3.007518796992481
2025-12-24,Sữa Tươi,local_value,28300.0,26600.0,1700.0,6.390977443609022
2025-12-24,Sữa Tươi,niche_professional,58600.0,26600.0,32000.0,120.30075187969925
2025-12-24,Sữa Tươi,prestige_leader,38100.0,26600.0,11500.0,43.233082706766915
2025-12-24,Thực Phẩm Chế Biến,household_giant,60400.0,28600.0,31800.0,111.18881118881119
2025-12-24,Thực Phẩm Chế Biến,local_value,20700.0,28600.0,-7900.0,-27.62237762237762
2025-12-24,Thực Phẩm Chế Biến,niche_professional,112200.0,28600.0,83600.0,292.30769230769226
2025-12-24,Thực Phẩm Khô,household_giant,29000.0,48050.0,-19050.0,-39.64620187304891
2025-12-24,Thực Phẩm Khô,local_value,59000.0,48050.0,10950.0,22.788761706555672
2025-12-24,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
2025-12-24,Thực Phẩm Khô,prestige_leader,145000.0,48050.0,96950.0,201.76899063475545
2025-12-24,Thực Phẩm Đông Lạnh,household_giant,74500.0,74000.0,500.0,0.6756756756756757
2025-12-24,Thực Phẩm Đông Lạnh,local_value,62300.0,74000.0,-11700.0,-15.81081081081081
2025-12-24,Thực Phẩm Đông Lạnh,niche_professional,102300.0,74000.0,28300.0,38.24324324324324
2025-12-24,Trứng - Đậu Hũ,household_giant,54250.0,16050.0,38200.0,238.006230529595
2025-12-24,Trứng - Đậu Hũ,local_value,27250.0,16050.0,11200.0,69.78193146417445
2025-12-25,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-25,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-25,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-25,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-25,Gia Vị,household_giant,41600.0,92400.0,-50800.0,-54.97835497835498
2025-12-25,Gia Vị,local_value,30600.0,92400.0,-61800.0,-66.88311688311688
2025-12-25,Gia Vị,niche_professional,88950.0,92400.0,-3450.0,-3.7337662337662336
2025-12-25,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-25,Rau - Củ - Trái Cây,local_value,43900.0,39000.0,4900.0,12.564102564102564
2025-12-25,Rau - Củ - Trái Cây,niche_professional,46900.0,39000.0,7900.0,20.256410256410255
2025-12-25,Sữa Tươi,household_giant,29400.0,51500.0,-22100.0,-42.9126213592233
2025-12-25,Sữa Tươi,local_value,29900.0,51500.0,-21600.0,-41.94174757281554
2025-12-25,Sữa Tươi,niche_professional,80950.0,51500.0,29450.0,57.18446601941748
2025-12-25,Sữa Tươi,prestige_leader,38900.0,51500.0,-12600.0,-24.466019417475728
2025-12-25,Thực Phẩm Chế Biến,household_giant,52100.0,33450.0,18650.0,55.75485799701047
2025-12-25,Thực Phẩm Chế Biến,local_value,33900.0,33450.0,450.0,1.345291479820628
2025-12-25,Thực Phẩm Chế Biến,niche_professional,127250.0,33450.0,93800.0,280.4185351270553
2025-12-25,Thực Phẩm Khô,household_giant,29000.0,48050.0,-19050.0,-39.64620187304891
2025-12-25,Thực Phẩm Khô,local_value,59000.0,48050.0,10950.0,22.788761706555672
2025-12-25,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
2025-12-25,Thực Phẩm Khô,prestige_leader,145000.0,48050.0,96950.0,201.76899063475545
2025-12-25,Thực Phẩm Đông Lạnh,household_giant,74500.0,72950.0,1550.0,2.1247429746401645
2025-12-25,Thực Phẩm Đông Lạnh,local_value,62300.0,72950.0,-10650.0,-14.599040438656614
2025-12-25,Thực Phẩm Đông Lạnh,niche_professional,102300.0,72950.0,29350.0,40.23303632625086
2025-12-25,Trứng - Đậu Hũ,household_giant,54250.0,21100.0,33150.0,157.10900473933648
2025-12-25,Trứng - Đậu Hũ,local_value,27250.0,21100.0,6150.0,29.14691943127962
2025-12-26,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-26,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-26,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-26,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-26,Gia Vị,household_giant,41600.0,91800.0,-50200.0,-54.68409586056645
2025-12-26,Gia Vị,local_value,31000.0,91800.0,-60800.0,-66.23093681917211
2025-12-26,Gia Vị,niche_professional,88950.0,91800.0,-2850.0,-3.104575163398693
2025-12-26,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-26,Mì - Thực Phẩm Ăn Liền,niche_professional,12200.0,27200.0,-15000.0,-55.14705882352941
2025-12-26,Rau - Củ - Trái Cây,local_value,39900.0,47900.0,-8000.0,-16.701461377870565
2025-12-26,Rau - Củ - Trái Cây,niche_professional,46900.0,47900.0,-1000.0,-2.0876826722338206
2025-12-26,Sữa Tươi,household_giant,29300.0,26600.0,2700.0,10.150375939849624
2025-12-26,Sữa Tươi,local_value,28300.0,26600.0,1700.0,6.390977443609022
2025-12-26,Sữa Tươi,niche_professional,61600.0,26600.0,35000.0,131.57894736842107
2025-12-26,Sữa Tươi,prestige_leader,45800.0,26600.0,19200.0,72.18045112781954
2025-12-26,Thực Phẩm Chế Biến,household_giant,74250.0,28600.0,45650.0,159.6153846153846
2025-12-26,Thực Phẩm Chế Biến,local_value,32900.0,28600.0,4300.0,15.034965034965033
2025-12-26,Thực Phẩm Chế Biến,niche_professional,122700.0,28600.0,94100.0,329.02097902097904
2025-12-26,Thực Phẩm Khô,household_giant,29000.0,48050.0,-19050.0,-39.64620187304891
2025-12-26,Thực Phẩm Khô,local_value,59000.0,48050.0,10950.0,22.788761706555672
2025-12-26,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
2025-12-26,Thực Phẩm Khô,prestige_leader,145000.0,48050.0,96950.0,201.76899063475545
2025-12-26,Thực Phẩm Đông Lạnh,household_giant,66900.0,63000.0,3900.0,6.190476190476191
2025-12-26,Thực Phẩm Đông Lạnh,local_value,53150.0,63000.0,-9850.0,-15.634920634920634
2025-12-26,Thực Phẩm Đông Lạnh,niche_professional,143000.0,63000.0,80000.0,126.98412698412697
2025-12-26,Trứng - Đậu Hũ,household_giant,53250.0,21100.0,32150.0,152.36966824644549
2025-12-26,Trứng - Đậu Hũ,local_value,19000.0,21100.0,-2100.0,-9.95260663507109
2025-12-27,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-27,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-27,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-27,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-27,Gia Vị,household_giant,42200.0,82950.0,-40750.0,-49.12597950572634
2025-12-27,Gia Vị,local_value,30800.0,82950.0,-52150.0,-62.869198312236286
2025-12-27,Gia Vị,niche_professional,82900.0,82950.0,-50.0,-0.06027727546714888
2025-12-27,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-27,Rau - Củ - Trái Cây,local_value,43900.0,33400.0,10500.0,31.437125748502993
2025-12-27,Rau - Củ - Trái Cây,niche_professional,46900.0,33400.0,13500.0,40.41916167664671
2025-12-27,Sữa Tươi,household_giant,29650.0,51500.0,-21850.0,-42.42718446601942
2025-12-27,Sữa Tươi,local_value,29900.0,51500.0,-21600.0,-41.94174757281554
2025-12-27,Sữa Tươi,niche_professional,80950.0,51500.0,29450.0,57.18446601941748
2025-12-27,Sữa Tươi,prestige_leader,38600.0,51500.0,-12900.0,-25.04854368932039
2025-12-27,Thực Phẩm Chế Biến,household_giant,52100.0,33450.0,18650.0,55.75485799701047
2025-12-27,Thực Phẩm Chế Biến,local_value,32450.0,33450.0,-1000.0,-2.9895366218236172
2025-12-27,Thực Phẩm Chế Biến,niche_professional,127250.0,33450.0,93800.0,280.4185351270553
2025-12-27,Thực Phẩm Khô,household_giant,29600.0,48050.0,-18450.0,-38.397502601456814
2025-12-27,Thực Phẩm Khô,local_value,57000.0,48050.0,8950.0,18.6264308012487
2025-12-27,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
2025-12-27,Thực Phẩm Khô,prestige_leader,145000.0,48050.0,96950.0,201.76899063475545
2025-12-27,Thực Phẩm Đông Lạnh,household_giant,74500.0,72000.0,2500.0,3.4722222222222223
2025-12-27,Thực Phẩm Đông Lạnh,local_value,62000.0,72000.0,-10000.0,-13.88888888888889
2025-12-27,Thực Phẩm Đông Lạnh,niche_professional,102300.0,72000.0,30300.0,42.083333333333336
2025-12-27,Trứng - Đậu Hũ,household_giant,54250.0,21100.0,33150.0,157.10900473933648
2025-12-27,Trứng - Đậu Hũ,local_value,34000.0,21100.0,12900.0,61.137440758293835
2025-12-28,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-28,Chăm Sóc Bé,local_value,57000.0,60900.0,-3900.0,-6.403940886699508
2025-12-28,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-28,Chăm Sóc Bé,prestige_leader,107150.0,60900.0,46250.0,75.94417077175699
2025-12-28,Gia Vị,household_giant,39650.0,91200.0,-51550.0,-56.52412280701754
2025-12-28,Gia Vị,local_value,31000.0,91200.0,-60200.0,-66.00877192982456
2025-12-28,Gia Vị,niche_professional,88500.0,91200.0,-2700.0,-2.9605263157894735
2025-12-28,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-28,Rau - Củ - Trái Cây,local_value,47900.0,31900.0,16000.0,50.15673981191222
2025-12-28,Rau - Củ - Trái Cây,niche_professional,46900.0,31900.0,15000.0,47.02194357366771
2025-12-28,Sữa Tươi,household_giant,29300.0,34350.0,-5050.0,-14.701601164483261
2025-12-28,Sữa Tươi,local_value,30950.0,34350.0,-3400.0,-9.8981077147016
2025-12-28,Sữa Tươi,niche_professional,73900.0,34350.0,39550.0,115.13828238719069
2025-12-28,Sữa Tươi,prestige_leader,35200.0,34350.0,850.0,2.4745269286754
2025-12-28,Thực Phẩm Chế Biến,household_giant,52100.0,33450.0,18650.0,55.75485799701047
2025-12-28,Thực Phẩm Chế Biến,local_value,31900.0,33450.0,-1550.0,-4.633781763826607
2025-12-28,Thực Phẩm Chế Biến,niche_professional,127250.0,33450.0,93800.0,280.4185351270553
2025-12-28,Thực Phẩm Khô,household_giant,29300.0,48050.0,-18750.0,-39.021852237252865
2025-12-28,Thực Phẩm Khô,local_value,59000.0,48050.0,10950.0,22.788761706555672
2025-12-28,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
2025-12-28,Thực Phẩm Khô,prestige_leader,145000.0,48050.0,96950.0,201.76899063475545
2025-12-28,Thực Phẩm Đông Lạnh,household_giant,74500.0,73000.0,1500.0,2.054794520547945
2025-12-28,Thực Phẩm Đông Lạnh,local_value,62000.0,73000.0,-11000.0,-15.068493150684931
2025-12-28,Thực Phẩm Đông Lạnh,niche_professional,102300.0,73000.0,29300.0,40.136986301369866
2025-12-28,Trứng - Đậu Hũ,household_giant,54250.0,21100.0,33150.0,157.10900473933648
2025-12-28,Trứng - Đậu Hũ,local_value,34000.0,21100.0,12900.0,61.137440758293835
2025-12-29,Chăm Sóc Bé,household_giant,34400.0,60900.0,-26500.0,-43.51395730706076
2025-12-29,Chăm Sóc Bé,local_value,55500.0,60900.0,-5400.0,-8.866995073891626
2025-12-29,Chăm Sóc Bé,niche_professional,189500.0,60900.0,128600.0,211.16584564860426
2025-12-29,Chăm Sóc Bé,prestige_leader,89900.0,60900.0,29000.0,47.61904761904761
2025-12-29,Gia Vị,household_giant,40450.0,74700.0,-34250.0,-45.85006693440428
2025-12-29,Gia Vị,local_value,30600.0,74700.0,-44100.0,-59.036144578313255
2025-12-29,Gia Vị,niche_professional,85700.0,74700.0,11000.0,14.725568942436412
2025-12-29,Mì - Thực Phẩm Ăn Liền,household_giant,23350.0,27200.0,-3850.0,-14.154411764705882
2025-12-29,Mì - Thực Phẩm Ăn Liền,niche_professional,12200.0,27200.0,-15000.0,-55.14705882352941
2025-12-29,Rau - Củ - Trái Cây,local_value,47900.0,32900.0,15000.0,45.59270516717325
2025-12-29,Rau - Củ - Trái Cây,niche_professional,46900.0,32900.0,14000.0,42.5531914893617
2025-12-29,Sữa Tươi,household_giant,29300.0,53500.0,-24200.0,-45.23364485981308
2025-12-29,Sữa Tươi,local_value,29900.0,53500.0,-23600.0,-44.11214953271028
2025-12-29,Sữa Tươi,niche_professional,76200.0,53500.0,22700.0,42.429906542056074
2025-12-29,Sữa Tươi,prestige_leader,38900.0,53500.0,-14600.0,-27.289719626168225
2025-12-29,Thực Phẩm Chế Biến,household_giant,52100.0,30850.0,21250.0,68.88168557536467
2025-12-29,Thực Phẩm Chế Biến,local_value,31900.0,30850.0,1050.0,3.403565640194489
2025-12-29,Thực Phẩm Chế Biến,niche_professional,127250.0,30850.0,96400.0,312.4797406807131
2025-12-29,Thực Phẩm Khô,household_giant,29300.0,48050.0,-18750.0,-39.021852237252865
2025-12-29,Thực Phẩm Khô,local_value,57000.0,48050.0,8950.0,18.6264308012487
2025-12-29,Thực Phẩm Khô,niche_professional,81300.0,48050.0,33250.0,69.19875130072842
