Category,is_branded,is_import,ln_pack_size,has_health_claim,has_freshness_claim
Bánh Kẹo,0.13190129858277921,-0.08343202899000401,-0.4852753023181751,0.1348213147286439,0.015648677505945063
Chăm Sóc Bé,0.5188665620557442,3.2300129768137968e-15,-0.3421185509988538,-0.028592619081136528,-0.7254125037687085
Gia Vị,-0.19677841039308674,0.10136992686524726,-0.3528091857344407,0.3817190261210017,-0.2669691512014485
Mì - Thực Phẩm Ăn Liền,-0.1428811992281166,0.11940467825934042,-0.2030791378886511,0.0,-0.2709027140426058
Rau - Củ - Trái Cây,0.009934234175236867,1.0044390966934786,-0.5122583051442695,5.2572211458967004e-17,0.41095375662434286
Sữa Tươi,-0.21670496174789333,-0.3050793773688376,-0.15732232051567738,-0.16220206083150263,-0.1450697997571826
Thực Phẩm Chế Biến,0.16620200013383502,-0.607742458613425,-0.2347534490271059,0.09472781908699446,0.19178215747575011
Thực Phẩm Khô,0.05580398139792253,0.6710197079266207,-0.6906378245291996,0.1040019339633167,-0.3688890015623514
Thực Phẩm Đông Lạnh,-0.16928856068306836,-0.20329990408969367,-0.5368409573198425,0.0,-0.08279636044461558
