product_name,subcategory,parent_category
Gạo Ngọc Nương ST25 3 Kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Gạo Ngọc Nương ST 25 đặc sản 3Kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Yến mạch Úc nguyên chất Xuân An gói 400g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Yến mạch nguyên chất ăn liền Xuân An 800g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Yến mạch nguyên chất ăn liền nhập khẩu Úc Xuân An hộp 400g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Yến Mạch nguyên chất Oganic Xuân An gói 400g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Gạo ST25 Bảo Minh lúa ruộng rươi 3kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Ngũ cốc ăn sáng Corn Flakes Nestlé hộp 275g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Lá kim cuốn cơm Gimbab & Roll Miwon gói 10g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Bột mì đa dụng Meizan gói 500g,Bột Các Loại,Thực Phẩm Khô
Thịt áp chảo Ponnie hộp 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Lá kim Miwon tẩm gia vị 22g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Gạo ST25 Giống Cây Trồng TW túi 3kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Ngũ cốc mật ong Honey Stars hộp 300g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Ngũ cốc ăn sáng Milo Nestlé hộp 330g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Bơ Thực Vật Cao Cấp Meizan 80g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Yến Mạch Oatta Trái Cây 300g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Cá ngừ Nautilus xắt khúc ngâm dầu thực vật,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bơ Thực Vật Cao Cấp Meizan 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá nục kho tiêu Kronos Sea Crown lon 155g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bột chiên gà giòn Miwon gói 70g,Bột Các Loại,Thực Phẩm Khô
Bột bánh rán pha sẵn Ajinomoto vị socola 200g,Bột Các Loại,Thực Phẩm Khô
Gạo nếp Vinaseed hoa vàng đặc biệt 2kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Bò hầm Vissan hộp 150g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Tôm nõn khô hộp 100g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Pate thịt heo Vissan hộp 170g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bột chiên Miwon gói 100g,Bột Các Loại,Thực Phẩm Khô
Gạo Tám Sóc Trăng Vinafood1 túi 3.5kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Gạo tám Gò Công Vinafood1 túi 3kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Bột bánh rán pha sẵn Ajinomoto gói 200g,Bột Các Loại,Thực Phẩm Khô
Gạo Japonica Neptune bịch 5kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Bột tẩm khô chiên giòn Aji-Quick Ajinomoto gói 210g,Bột Các Loại,Thực Phẩm Khô
Bột bắp Meizan 150g,Bột Các Loại,Thực Phẩm Khô
Rong biển giòn trộn khô gà Miwon gói 30g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Đậu xanh bóc vỏ Thu Dung gói 500g,Gạo - Nông Sản Khô,Thực Phẩm Khô
Rong Biển Giòn Trộn Hải Sản gói 30g,Rong Biển - Tảo Biển,Thực Phẩm Khô
"Rong Biển Giòn Trộn Óc Chó, Hạnh Nhân 30g",Rong Biển - Tảo Biển,Thực Phẩm Khô
Lốc 3 Miwon lá kim tảo biển cao cấp 5g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Lốc 3 Miwon lá lim trẻ em 5g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Lá Kim Miwon tẩm dầu Ô Liu 15g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Rong Biển Giòn Trộn Gia Vị Miwon 30g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Rong biển tẩm gia vị ăn liền Ottogi 4.2g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Dưa chuột ngâm Fragata lọ 345g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Heo hầm Vissan hộp 150g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá ngừ ngâm dầu Seaspimex hộp 185g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá ngừ thịt trắng ngâm dầu Seaspimex hộp 185g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá ngừ đại dương ngâm dầu Seaspimex hộp 185g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá nục sốt cà Lilly hộp 155g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Thịt hộp Spam Classic hộp 340g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá nục sốt cà Three Lady Cooks lon 155g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bơ đậu phộng Golden Farm lọ 170g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bơ đậu phộng Golden Farm mịn lọ 340g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bơ đậu phộng mịn Golden Farm lọ 170g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Trái oliu xanh Latino Bella không hạt 450g,Gạo - Nông Sản Khô,Thực Phẩm Khô
Ngũ cốc ăn sáng Nestlé Honey Star hộp 150g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Ngũ cốc ăn sáng Milo hộp 170g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Ngũ cốc ăn sáng Koko Krunch Nestlé hộp 170g,Ngũ Cốc - Yến Mạch,Thực Phẩm Khô
Mực rim me Hải Nam 100g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Thịt heo viên 3 phút Heo Cao Bồi Masan hộp 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Rong biển Hàn Quốc Miwon gói 100g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Rong biển Hàn Quốc Miwon gói 50g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Lá Kim cuốn cơm Miwon gói 10g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Bột chiên giòn Meizan gói 150g,Bột Các Loại,Thực Phẩm Khô
Bột mỳ chuyên bánh bông lan Meizan gói 1 kg,Bột Các Loại,Thực Phẩm Khô
Khô cá sặc An Vĩnh 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Khô cá cơm sữa An Vĩnh khay 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Tôm khô An Vĩnh hộp 100g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Cá trích xẻ Hải Nam tẩm nướng 90g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bột chiên xù Miwon gói 100g,Bột Các Loại,Thực Phẩm Khô
Bột mì chuyên dụng cho Bánh Mì Meizan gói 1kg,Bột Các Loại,Thực Phẩm Khô
Bột tẩm khô chiên giòn Aji-Quick Ajinomoto gói 84g,Bột Các Loại,Thực Phẩm Khô
Bơ thực vật Tường An hộp 200g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bơ thực vật Tường An hộp 80g,Thực Phẩm Đóng Hộp,Thực Phẩm Khô
Bột tẩm khô chiên giòn Aji-quicl gói 42g,Bột Các Loại,Thực Phẩm Khô
Rong biển Bibigo vị truyền thống 5g/4g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Gạo nếp cái hoa vàng Vinafood1 túi 2kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Trái ôliu xanh Latino Bella không hạt 235g,Gạo - Nông Sản Khô,Thực Phẩm Khô
Bột chiên xù Miwon gói 200g,Bột Các Loại,Thực Phẩm Khô
Gạo Séng Cù Bảo Minh túi 5kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Gạo giống Nhật Bảo Minh túi 5kg,Gạo - Nông Sản Khô,Thực Phẩm Khô
Bột làm Thạch trái dừa Jim Willie10g,Bột Các Loại,Thực Phẩm Khô
Bột Thạch Agar Swallowglobe Brand 10g,Bột Các Loại,Thực Phẩm Khô
Tảo biển Mini Type Godbawee gói 8 x 2g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Tảo biển Wild Sonka túi 3 gói x 4g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Rong biển Green World gói 20g,Rong Biển - Tảo Biển,Thực Phẩm Khô
Tảo biển Green Sonka túi 3 gói x 4g,Rong Biển - Tảo Biển,Thực Phẩm Khô
