date,Gạo - Nông Sản Khô,Ngũ Cốc - Yến Mạch,Rong Biển - Tảo Biển,Bột Các Loại,Thực Phẩm Đóng Hộp,Thực Phẩm Chay
2026-02-13,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9648000228255268,1.0
2026-02-14,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9648000228255268,1.0
2026-02-15,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-16,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-17,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-18,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-19,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-20,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-21,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-22,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9490519235758258,1.0
2026-02-23,0.8538593266473303,0.8187219520932284,0.882302038833931,0.9141657718904844,0.9588640932457833,1.0
2026-02-24,0.8622234232161684,0.8187219520932284,0.882302038833931,0.8914455823938326,0.9588640932457833,1.0
2026-02-25,0.8985781811157204,0.9004870957146862,0.9050298220362316,0.9054638021677228,0.9728935359308734,1.0
2026-02-26,0.8985781811157204,0.9004870957146862,0.9050298220362316,0.9002822487873167,0.9728935359308734,1.0
2026-02-27,0.8985781811157204,0.9004870957146862,0.9050298220362316,0.9002822487873167,0.9699657577665433,1.0
2026-02-28,0.8985781811157204,0.9004870957146862,0.9050298220362316,0.9002822487873167,0.9699657577665433,1.0
2026-03-01,0.8985781811157204,0.9004870957146862,0.9050298220362316,0.9002822487873167,0.9699657577665433,1.0
2026-03-02,0.8985781811157204,0.9004870957146862,0.9106399841785014,0.9002822487873167,0.9699657577665433,1.096481431566408
2026-03-03,0.8985781811157204,0.9004870957146862,0.9106399841785014,0.9002822487873167,0.9699657577665433,1.096481431566408
