date,Sữa tươi,Sữa Hạt - Sữa Đậu,Bơ Sữa - Phô Mai,Sữa Chua - Váng Sữa,Sữa đặc,Sữa Bột
2025-12-18,1.0,1.0,1.0,1.0,1.0,1.0
2025-12-19,1.0,1.0,1.0,1.0,1.0,1.0
2025-12-20,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-22,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-23,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-24,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-25,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-26,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-27,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-28,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-29,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-30,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2025-12-31,1.0,1.0,1.0142235488943798,1.0,1.0,1.0
2026-01-01,0.9801882078613897,1.0,1.0142235488943798,1.0,1.0,1.0
2026-01-02,0.9801882078613897,1.0,1.0142235488943798,1.0,1.0,1.0
2026-01-03,0.9801882078613897,1.0,1.0142235488943798,1.0,1.0,1.0
2026-01-05,0.9801882078613897,1.0,1.0142235488943798,1.0,1.0,1.0
2026-01-06,0.9801882078613897,1.000517298433238,1.0142235488943798,0.9717254954864418,1.0,1.0
2026-01-07,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9913641064318351,1.0144854145573952,1.0115504155922996
2026-01-08,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9913641064318351,1.0144854145573952,1.0115504155922996
2026-01-09,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9913641064318351,1.0144854145573952,1.0115504155922996
2026-01-10,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9913641064318351,1.0144854145573952,1.0115504155922996
2026-01-11,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9918862049779223,1.0144854145573952,1.0115504155922996
2026-01-12,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9918862049779223,1.0144854145573952,1.0115504155922996
2026-01-13,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9918862049779223,1.0144854145573952,1.0115504155922996
2026-01-14,0.9909348302729858,1.0370320231975128,1.052085833321441,0.9984955065258772,1.0144854145573952,1.0115504155922996
2026-01-15,0.9909348302729858,1.0370320231975128,1.0086028241143536,0.9984955065258772,1.0144854145573952,1.0115504155922996
2026-01-16,0.9909348302729858,1.0370320231975128,1.0086028241143536,0.9984955065258772,1.0144854145573952,1.0115504155922996
2026-01-17,0.9909348302729858,1.0370320231975128,1.0086028241143536,0.9984955065258772,1.0144854145573952,1.0115504155922996
2026-01-18,0.9909348302729858,1.0370320231975128,1.0086028241143536,0.9984955065258772,1.0144854145573952,1.0115504155922996
2026-01-20,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.9607063098558318,1.0144854145573952,1.0115504155922996
2026-01-21,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-22,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-23,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-24,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-25,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-26,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-27,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-28,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-29,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-30,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-30,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-01-31,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-02-01,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-02-02,0.9729189770108946,0.9783871920941563,0.8763301668056507,0.953460934763343,1.0144854145573952,1.0115504155922996
2026-02-03,0.9502452917828544,0.8765201829802629,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-04,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-05,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-06,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-07,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-08,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-09,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-10,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-11,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-12,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-13,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-14,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-15,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-16,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
2026-02-17,0.9576404942048234,0.8851055940490531,0.8763301668056507,0.8334278413471451,1.0144854145573952,1.0115504155922996
